"Comune";"Provincia";"Regione";"Nome";"Anno inserimento";"Data e ora inserimento";"Identificatore in OpenStreetMap";"Longitudine";"Latitudine";
"Acqui Terme";"ALESSANDRIA";"Piemonte";"";"2013";"2013-05-12T20:23:09Z";"2301775116";"8.4692748";"44.6650307";
"Albera Ligure";"ALESSANDRIA";"Piemonte";"Ripetitore Televisivo";"2013";"2013-09-13T09:35:48Z";"1215917139";"9.12529269999999";"44.7260854";
"Avolasca";"ALESSANDRIA";"Piemonte";"";"2014";"2014-08-24T21:17:59Z";"3040018672";"8.9569058";"44.8013939";
"Balzola";"ALESSANDRIA";"Piemonte";"";"2013";"2013-02-15T10:16:38Z";"2155792132";"8.429062";"45.1944076999999";
"Balzola";"ALESSANDRIA";"Piemonte";"";"2013";"2013-02-15T10:16:38Z";"2155792134";"8.4281627";"45.1946468";
"Balzola";"ALESSANDRIA";"Piemonte";"";"2014";"2014-09-26T14:10:56Z";"2155792127";"8.4292401";"45.1871682";
"Balzola";"ALESSANDRIA";"Piemonte";"";"2014";"2014-09-26T14:10:56Z";"2155792128";"8.4292985";"45.1881406999999";
"Balzola";"ALESSANDRIA";"Piemonte";"";"2014";"2014-09-26T14:10:56Z";"2155792129";"8.4290947";"45.1897221999999";
"Balzola";"ALESSANDRIA";"Piemonte";"";"2014";"2014-09-26T14:10:56Z";"2155792130";"8.4288456";"45.1914572";
"Balzola";"ALESSANDRIA";"Piemonte";"";"2014";"2014-09-26T14:10:56Z";"2155792131";"8.428648";"45.1928770999999";
"Balzola";"ALESSANDRIA";"Piemonte";"";"2014";"2014-09-26T14:10:56Z";"2155792133";"8.4284444";"45.1944458999999";
"Balzola";"ALESSANDRIA";"Piemonte";"";"2014";"2014-09-26T14:10:56Z";"2155792135";"8.42824079999999";"45.1959907999999";
"Cantalupo Ligure";"ALESSANDRIA";"Piemonte";"";"2011";"2011-03-24T13:45:21Z";"1215917239";"9.1224062";"44.7254264999999";
"Carentino";"ALESSANDRIA";"Piemonte";"";"2011";"2011-05-15T19:29:30Z";"1286815308";"8.46873";"44.8278401";
"Casale Monferrato";"ALESSANDRIA";"Piemonte";"";"2010";"2010-11-23T08:06:27Z";"959267179";"8.442216";"45.1161348999999";
"Casale Monferrato";"ALESSANDRIA";"Piemonte";"";"2010";"2010-11-23T08:06:27Z";"970960610";"8.4556816";"45.1356962999999";
"Casale Monferrato";"ALESSANDRIA";"Piemonte";"";"2010";"2010-12-28T15:58:23Z";"1069316388";"8.43603489999999";"45.1134482";
"Casale Monferrato";"ALESSANDRIA";"Piemonte";"";"2013";"2013-10-09T21:44:07Z";"2490212412";"8.43898259999999";"45.1507338999999";
"Casale Monferrato";"ALESSANDRIA";"Piemonte";"";"2013";"2013-10-09T21:44:07Z";"2490212413";"8.4399485";"45.1510025999999";
"Casalnoceto";"ALESSANDRIA";"Piemonte";"";"2015";"2015-11-22T12:13:33Z";"2733837026";"8.9815617";"44.9169320999999";
"Castellania";"ALESSANDRIA";"Piemonte";"";"2014";"2014-08-02T20:45:34Z";"1271863324";"8.94497679999999";"44.7974449";
"Castelletto d'Erro";"ALESSANDRIA";"Piemonte";"";"2015";"2015-06-29T06:46:31Z";"3624477319";"8.3949209";"44.6259305999999";
"Cavatore";"ALESSANDRIA";"Piemonte";"";"2012";"2012-03-11T22:58:14Z";"1671249929";"8.4524038";"44.6313165999999";
"Merana";"ALESSANDRIA";"Piemonte";"";"2013";"2013-08-15T09:31:08Z";"2419623864";"8.29072979999999";"44.5111774";
"Montacuto";"ALESSANDRIA";"Piemonte";"";"2011";"2011-03-24T13:45:30Z";"1215917593";"9.1297804";"44.7282993999999";
"Montacuto";"ALESSANDRIA";"Piemonte";"";"2011";"2011-03-24T13:45:31Z";"1215917647";"9.11000879999999";"44.7501773999999";
"Montacuto";"ALESSANDRIA";"Piemonte";"Ripetitore Televisivo";"2013";"2013-09-13T09:35:47Z";"1215917700";"9.1272283";"44.7269725";
"Montacuto";"ALESSANDRIA";"Piemonte";"Ripetitore Televisivo";"2013";"2013-09-13T09:35:47Z";"1215918322";"9.1264473";"44.7267461";
"Morano sul Po";"ALESSANDRIA";"Piemonte";"";"2013";"2013-10-09T21:44:07Z";"2490212414";"8.3752689";"45.1663219";
"Pecetto di Valenza";"ALESSANDRIA";"Piemonte";"";"2015";"2015-10-19T14:53:10Z";"3292707411";"8.6700643";"44.9971812";
"Pontecurone";"ALESSANDRIA";"Piemonte";"";"2013";"2013-12-09T18:06:16Z";"2573373530";"8.9284732";"44.9613275999999";
"Pontecurone";"ALESSANDRIA";"Piemonte";"";"2013";"2013-12-14T13:33:39Z";"2579438638";"8.9310848";"44.9665614999999";
"Pontecurone";"ALESSANDRIA";"Piemonte";"";"2014";"2014-08-24T09:31:05Z";"3038901519";"8.93082459999999";"44.9627082";
"Pontecurone";"ALESSANDRIA";"Piemonte";"";"2014";"2014-12-21T22:27:18Z";"3246995305";"8.9715116";"44.9639773999999";
"Pontecurone";"ALESSANDRIA";"Piemonte";"";"2014";"2014-12-21T22:27:18Z";"3246995319";"8.9701591";"44.9646012999999";
"Pozzol Groppo";"ALESSANDRIA";"Piemonte";"";"2015";"2015-12-09T23:00:51Z";"3885369420";"9.0629301";"44.8591716";
"Pozzol Groppo";"ALESSANDRIA";"Piemonte";"";"2015";"2015-12-09T23:00:51Z";"3885369421";"9.0631647";"44.8591911999999";
"San Salvatore Monferrato";"ALESSANDRIA";"Piemonte";"";"2013";"2013-11-25T15:15:48Z";"1997090703";"8.5432824";"44.9915939999999";
"Viguzzolo";"ALESSANDRIA";"Piemonte";"";"2015";"2015-09-17T10:26:54Z";"3747448162";"8.921801";"44.9082877";
"Voltaggio";"ALESSANDRIA";"Piemonte";"";"2011";"2011-05-17T14:24:36Z";"291645021";"8.8779222";"44.5607718999999";
"Voltaggio";"ALESSANDRIA";"Piemonte";"";"2014";"2014-05-07T16:37:30Z";"2842045773";"8.87385229999999";"44.5631855";
"Bionaz";"AOSTA";"Valle d'Aosta";"";"2013";"2013-09-03T14:06:16Z";"1352606805";"7.4112973";"45.8683551";
"Brusson";"AOSTA";"Valle d'Aosta";"";"2013";"2013-12-26T18:39:50Z";"2037221712";"7.7520233";"45.7381122";
"Gressoney-La-Trinite'";"AOSTA";"Valle d'Aosta";"";"2014";"2014-09-15T11:49:12Z";"3078103791";"7.8203069";"45.8273214999999";
"Gressoney-Saint-Jean";"AOSTA";"Valle d'Aosta";"";"2013";"2013-09-21T00:54:13Z";"2466086208";"7.8254501";"45.7485227";
"Morgex";"AOSTA";"Valle d'Aosta";"";"2010";"2010-08-05T10:26:40Z";"846716364";"7.0002381";"45.749063";
"Saint-Denis";"AOSTA";"Valle d'Aosta";"Pannello ripetitore telecomunicazioni";"2013";"2013-01-21T10:24:33Z";"2122341716";"7.5903994";"45.7625";
"Torgnon";"AOSTA";"Valle d'Aosta";"";"2012";"2012-12-29T17:51:06Z";"2087510818";"7.568415";"45.8036886";
"Valgrisenche";"AOSTA";"Valle d'Aosta";"";"2014";"2014-08-23T19:24:00Z";"3037549379";"7.0526729";"45.6335387999999";
"Villeneuve";"AOSTA";"Valle d'Aosta";"";"2014";"2014-08-16T20:22:06Z";"3020986827";"7.206691";"45.7016746999999";
"Badalucco";"IMPERIA";"Liguria";"";"2012";"2012-07-27T21:46:56Z";"1840577175";"7.8747672";"43.9091773";
"San Remo";"IMPERIA";"Liguria";"";"2015";"2015-02-09T23:59:50Z";"3340876515";"7.7439545";"43.8689679";
"San Remo";"IMPERIA";"Liguria";"";"2015";"2015-02-10T00:00:00Z";"1738240734";"7.7426099";"43.8695209999999";
"Alassio";"SAVONA";"Liguria";"";"2011";"2011-06-11T09:28:59Z";"1319852322";"8.1635174";"44.0286730999999";
"Alassio";"SAVONA";"Liguria";"";"2011";"2011-06-11T09:28:59Z";"1319852328";"8.16335529999999";"44.0286221";
"Alassio";"SAVONA";"Liguria";"";"2011";"2011-06-11T09:28:59Z";"1319852329";"8.16355459999999";"44.0288139";
"Alassio";"SAVONA";"Liguria";"";"2011";"2011-06-11T09:29:00Z";"1319852333";"8.1634803";"44.0288066";
"Altare";"SAVONA";"Liguria";"";"2014";"2014-08-16T10:04:03Z";"305518393";"8.3382617";"44.3196183";
"Altare";"SAVONA";"Liguria";"";"2015";"2015-06-21T13:25:31Z";"3608884053";"8.3520556";"44.3298423999999";
"Bergeggi";"SAVONA";"Liguria";"";"2012";"2012-05-07T14:34:39Z";"1744351534";"8.44716979999999";"44.2557714";
"Bergeggi";"SAVONA";"Liguria";"";"2014";"2014-07-20T07:42:01Z";"2971155417";"8.44825299999999";"44.2569784";
"Bergeggi";"SAVONA";"Liguria";"";"2015";"2015-03-19T09:18:23Z";"3406743560";"8.4390844";"44.248666";
"Bergeggi";"SAVONA";"Liguria";"";"2015";"2015-03-19T09:18:23Z";"3406743562";"8.4392112";"44.2487882";
"Bergeggi";"SAVONA";"Liguria";"";"2015";"2015-03-19T09:18:23Z";"3406743565";"8.4393249";"44.2489016999999";
"Bergeggi";"SAVONA";"Liguria";"";"2015";"2015-03-19T09:18:24Z";"3406743570";"8.4394342";"44.2490121";
"Finale Ligure";"SAVONA";"Liguria";"";"2011";"2011-12-28T22:05:14Z";"1566280538";"8.3460644";"44.1742609";
"Finale Ligure";"SAVONA";"Liguria";"";"2015";"2015-11-09T13:47:42Z";"3826649554";"8.3123536";"44.1734395";
"Finale Ligure";"SAVONA";"Liguria";"";"2015";"2015-11-09T13:47:42Z";"3826650357";"8.31207339999999";"44.1736919";
"Noli";"SAVONA";"Liguria";"";"2015";"2015-08-26T20:36:03Z";"3715956792";"8.4063174";"44.2137537999999";
"Noli";"SAVONA";"Liguria";"Traliccio Carabinieri Semaforo";"2015";"2015-11-11T09:34:14Z";"2370781439";"8.4190809";"44.1936832";
"Plodio";"SAVONA";"Liguria";"";"2014";"2014-08-03T19:45:47Z";"2994712787";"8.26501309999999";"44.3471878";
"Sassello";"SAVONA";"Liguria";"";"2015";"2015-12-01T21:35:45Z";"1837095756";"8.5675162";"44.4330715999999";
"Sassello";"SAVONA";"Liguria";"";"2015";"2015-12-01T21:35:46Z";"1837095758";"8.5650945";"44.4342004";
"Sassello";"SAVONA";"Liguria";"";"2015";"2015-12-01T21:35:46Z";"2123195786";"8.56534579999999";"44.4338257";
"Sassello";"SAVONA";"Liguria";"";"2015";"2015-12-01T21:35:46Z";"2783529647";"8.5680902";"44.4333661";
"Savona";"SAVONA";"Liguria";"";"2011";"2011-06-27T20:16:30Z";"1341628367";"8.499408";"44.3148932";
"Savona";"SAVONA";"Liguria";"";"2014";"2014-05-15T08:39:39Z";"2859620433";"8.4259751";"44.3442336";
"Savona";"SAVONA";"Liguria";"";"2014";"2014-08-15T20:03:03Z";"3018840143";"8.4189305";"44.3238977";
"Savona";"SAVONA";"Liguria";"";"2014";"2014-12-08T19:03:15Z";"3225369531";"8.462217";"44.3078644";
"Savona";"SAVONA";"Liguria";"";"2014";"2014-12-26T14:49:10Z";"3253623639";"8.4572158";"44.2999712";
"Savona";"SAVONA";"Liguria";"";"2015";"2015-12-12T11:14:54Z";"3225369516";"8.43652769999999";"44.2895775";
"Spotorno";"SAVONA";"Liguria";"";"2014";"2014-07-31T20:29:55Z";"2989946649";"8.4117168";"44.2196244";
"Vado Ligure";"SAVONA";"Liguria";"";"2013";"2013-01-21T21:41:34Z";"1885811027";"8.4023643";"44.2439129999999";
"Vado Ligure";"SAVONA";"Liguria";"";"2013";"2013-08-30T13:17:48Z";"1745755902";"8.35401899999999";"44.2595894";
"Vado Ligure";"SAVONA";"Liguria";"";"2015";"2015-07-17T09:03:17Z";"1885811042";"8.4021724";"44.24419";
"Varazze";"SAVONA";"Liguria";"";"2015";"2015-12-01T21:35:46Z";"1837095757";"8.56322119999999";"44.4329067999999";
"Varazze";"SAVONA";"Liguria";"";"2015";"2015-12-01T21:35:46Z";"2123195781";"8.56732839999999";"44.4320888";
"Varazze";"SAVONA";"Liguria";"";"2015";"2015-12-01T21:35:46Z";"2123195782";"8.567145";"44.4325215";
"Varazze";"SAVONA";"Liguria";"";"2015";"2015-12-01T21:35:46Z";"2123195784";"8.5661854";"44.4330858";
"Varazze";"SAVONA";"Liguria";"";"2015";"2015-12-01T21:35:46Z";"2123195785";"8.5648719";"44.4334482";
"Varazze";"SAVONA";"Liguria";"";"2015";"2015-12-01T21:35:46Z";"2783529639";"8.568111";"44.4324708999999";
"Varazze";"SAVONA";"Liguria";"WIND SV014";"2015";"2015-10-08T10:08:28Z";"2374187393";"8.56815059999999";"44.3715006999999";
"Campomorone";"GENOVA";"Liguria";"";"2015";"2015-09-24T20:52:43Z";"3758148150";"8.8720171";"44.5635355";
"Campomorone";"GENOVA";"Liguria";"";"2015";"2015-09-24T20:52:43Z";"3758148151";"8.8726156";"44.5635862999999";
"Campomorone";"GENOVA";"Liguria";"Monte Leco";"2012";"2012-07-06T12:50:20Z";"1814845529";"8.8728098";"44.5634136999999";
"Castiglione Chiavarese";"GENOVA";"Liguria";"";"2010";"2010-08-01T11:35:56Z";"841818506";"9.489863";"44.2710382";
"Ceranesi";"GENOVA";"Liguria";"";"2015";"2015-09-24T22:17:05Z";"3758296156";"8.8631106";"44.4879346999999";
"Cogoleto";"GENOVA";"Liguria";"WIND GE274";"2015";"2015-07-30T10:03:15Z";"2370769113";"8.6507492";"44.4055966999999";
"Davagna";"GENOVA";"Liguria";"";"2012";"2012-12-15T14:15:15Z";"2068240790";"9.0647616";"44.4532353999999";
"Genova";"GENOVA";"Liguria";"";"2012";"2012-04-15T19:41:46Z";"1718419707";"8.821431";"44.4265405";
"Genova";"GENOVA";"Liguria";"";"2012";"2012-05-02T11:26:24Z";"1738197965";"8.94388889999999";"44.4066667";
"Genova";"GENOVA";"Liguria";"";"2012";"2012-07-16T22:34:38Z";"1828105659";"9.0370471";"44.4110556999999";
"Genova";"GENOVA";"Liguria";"";"2012";"2012-07-20T11:51:13Z";"1831966763";"8.9664547";"44.4101130999999";
"Genova";"GENOVA";"Liguria";"";"2012";"2012-07-20T11:51:14Z";"1831966764";"8.9666532";"44.4087871999999";
"Genova";"GENOVA";"Liguria";"";"2012";"2012-07-20T11:51:14Z";"1831966765";"8.960747";"44.4064801999999";
"Genova";"GENOVA";"Liguria";"";"2012";"2012-07-26T11:31:52Z";"1838657124";"9.02828399999999";"44.3896356999999";
"Genova";"GENOVA";"Liguria";"";"2012";"2012-07-26T11:31:53Z";"1838657155";"9.025937";"44.3910328999999";
"Genova";"GENOVA";"Liguria";"";"2012";"2012-07-26T11:31:53Z";"1838657167";"9.0271226";"44.3915484999999";
"Genova";"GENOVA";"Liguria";"";"2012";"2012-07-26T11:34:55Z";"1838659278";"9.0284637";"44.4034707";
"Genova";"GENOVA";"Liguria";"";"2012";"2012-12-09T20:18:57Z";"2058705012";"8.8726976";"44.4215313999999";
"Genova";"GENOVA";"Liguria";"";"2013";"2013-01-07T16:06:04Z";"1738200549";"8.9109313";"44.4230266";
"Genova";"GENOVA";"Liguria";"";"2013";"2013-01-10T09:08:12Z";"2103949253";"8.7975166";"44.4220033";
"Genova";"GENOVA";"Liguria";"";"2013";"2013-01-10T09:08:21Z";"2103949267";"8.79727789999999";"44.4220723";
"Genova";"GENOVA";"Liguria";"";"2013";"2013-01-10T09:08:28Z";"2103949271";"8.797015";"44.4221009999999";
"Genova";"GENOVA";"Liguria";"";"2013";"2013-01-10T09:08:38Z";"2103949587";"8.7976749";"44.4220224999999";
"Genova";"GENOVA";"Liguria";"";"2013";"2013-08-15T16:41:34Z";"2419991226";"8.9151298";"44.4342375";
"Genova";"GENOVA";"Liguria";"";"2013";"2013-08-15T16:41:34Z";"2419991227";"8.91530569999999";"44.434347";
"Genova";"GENOVA";"Liguria";"";"2013";"2013-12-26T18:39:50Z";"1370000072";"8.7644628";"44.4463317";
"Genova";"GENOVA";"Liguria";"";"2014";"2014-01-13T09:42:58Z";"2620832031";"8.9330783";"44.4297727";
"Genova";"GENOVA";"Liguria";"";"2014";"2014-01-13T09:42:58Z";"2620832032";"8.9336415";"44.4290026999999";
"Genova";"GENOVA";"Liguria";"";"2014";"2014-04-30T10:14:58Z";"1835703414";"8.9697034";"44.4161878999999";
"Genova";"GENOVA";"Liguria";"";"2014";"2014-09-01T11:20:54Z";"3053376789";"8.9122358";"44.4305426";
"Genova";"GENOVA";"Liguria";"";"2014";"2014-10-04T15:44:09Z";"3111112087";"8.8431497";"44.4148657";
"Genova";"GENOVA";"Liguria";"";"2015";"2015-11-30T13:53:10Z";"1828105667";"9.0351883";"44.4101647";
"Moneglia";"GENOVA";"Liguria";"";"2010";"2010-08-01T11:24:54Z";"841809966";"9.501071";"44.2576071";
"Moneglia";"GENOVA";"Liguria";"GSM repeater";"2011";"2011-06-12T20:45:23Z";"1322783235";"9.4923152";"44.2409814";
"Moneglia";"GENOVA";"Liguria";"GSM repeater";"2011";"2011-06-12T20:45:24Z";"1322783278";"9.49205489999999";"44.240544";
"Ne";"GENOVA";"Liguria";"";"2014";"2014-02-22T19:14:21Z";"2638812367";"9.4440711";"44.3691310999999";
"Ronco Scrivia";"GENOVA";"Liguria";"Ripetitore TV";"2012";"2012-10-02T18:32:12Z";"1943034917";"8.9392277";"44.6210402999999";
"Santa Margherita Ligure";"GENOVA";"Liguria";"";"2012";"2012-05-02T12:24:12Z";"1738240164";"9.1712034";"44.3319801";
"Santa Margherita Ligure";"GENOVA";"Liguria";"";"2012";"2012-05-02T12:24:12Z";"1738240165";"9.1713812";"44.3321429";
"Santa Margherita Ligure";"GENOVA";"Liguria";"";"2014";"2014-10-25T19:38:24Z";"3149649084";"9.1722376";"44.3342484";
"Savignone";"GENOVA";"Liguria";"";"2015";"2015-08-30T19:33:13Z";"2316429768";"8.9864165";"44.571565";
"Torriglia";"GENOVA";"Liguria";"";"2012";"2012-07-24T22:32:23Z";"1837078134";"9.16763319999999";"44.5112258999999";
"Torriglia";"GENOVA";"Liguria";"";"2012";"2012-07-24T22:32:23Z";"1837078135";"9.18614739999999";"44.523437";
"Torriglia";"GENOVA";"Liguria";"";"2012";"2012-07-24T22:32:23Z";"1837078136";"9.1674427";"44.5117175";
"Torriglia";"GENOVA";"Liguria";"";"2012";"2012-07-24T22:32:23Z";"1837078137";"9.1674829";"44.5116160999999";
"Torriglia";"GENOVA";"Liguria";"";"2012";"2012-07-24T22:32:23Z";"1837078138";"9.1675178";"44.5115453";
"Torriglia";"GENOVA";"Liguria";"";"2012";"2012-07-25T21:48:50Z";"1838228350";"9.17839659999999";"44.5398894";
"Calice al Cornoviglio";"LA SPEZIA";"Liguria";"";"2012";"2012-09-28T18:31:02Z";"1937162304";"9.85642359999999";"44.2445068999999";
"Calice al Cornoviglio";"LA SPEZIA";"Liguria";"";"2012";"2012-09-28T18:31:02Z";"1937162304";"9.85642359999999";"44.2445068999999";
"Deiva Marina";"LA SPEZIA";"Liguria";"";"2011";"2011-01-25T23:42:36Z";"1120550590";"9.57160479999999";"44.2528696999999";
"Framura";"LA SPEZIA";"Liguria";"";"2015";"2015-06-22T10:07:37Z";"3610490571";"9.5402403";"44.2136191999999";
"La Spezia";"LA SPEZIA";"Liguria";"";"2010";"2010-02-17T14:11:05Z";"530526914";"9.8093351";"44.0747241999999";
"La Spezia";"LA SPEZIA";"Liguria";"";"2011";"2011-09-17T20:15:15Z";"541391298";"9.8113565";"44.0760038";
"Levanto";"LA SPEZIA";"Liguria";"";"2012";"2012-06-23T11:15:36Z";"1799258463";"9.62474609999999";"44.1526742";
"Monterosso al Mare";"LA SPEZIA";"Liguria";"";"2013";"2013-06-04T15:37:46Z";"330291069";"9.64287719999999";"44.1444418999999";
"Varese Ligure";"LA SPEZIA";"Liguria";"unknown";"2012";"2012-09-23T13:06:36Z";"1928890181";"9.52598369999999";"44.4183841999999";
"Zignago";"LA SPEZIA";"Liguria";"Vodafone";"2014";"2014-04-22T08:00:12Z";"1345803264";"9.7430307";"44.2757168999999";
"Busto Arsizio";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:47Z";"3125918874";"8.8494053";"45.6377691";
"Busto Arsizio";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:47Z";"3125918876";"8.847529";"45.6380643999999";
"Busto Arsizio";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:48Z";"3125920351";"8.845317";"45.6383721999999";
"Busto Arsizio";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:48Z";"3125920352";"8.8406346";"45.6383877";
"Busto Arsizio";"VARESE";"Lombardia";"";"2015";"2015-06-06T18:29:28Z";"3577352216";"8.85538949999999";"45.6368472999999";
"Busto Arsizio";"VARESE";"Lombardia";"";"2015";"2015-06-06T18:29:37Z";"3577352511";"8.85149419999999";"45.6378867";
"Busto Arsizio";"VARESE";"Lombardia";"";"2015";"2015-06-06T18:29:39Z";"3577352231";"8.842999";"45.6380681999999";
"Busto Arsizio";"VARESE";"Lombardia";"";"2015";"2015-09-16T23:01:32Z";"3125920348";"8.8532173";"45.6372454999999";
"Cardano al Campo";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:49Z";"3212723854";"8.7734481";"45.6426267";
"Cardano al Campo";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:51Z";"3263050174";"8.75700999999999";"45.6446131";
"Cardano al Campo";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:51Z";"3263070315";"8.75867689999999";"45.6446244999999";
"Cardano al Campo";"VARESE";"Lombardia";"";"2015";"2015-01-17T12:23:17Z";"3294371608";"8.7751331";"45.6369625";
"Cardano al Campo";"VARESE";"Lombardia";"";"2015";"2015-01-17T12:55:06Z";"3294446946";"8.7439513";"45.6510235";
"Cardano al Campo";"VARESE";"Lombardia";"";"2015";"2015-01-17T12:55:16Z";"3294445146";"8.7428814";"45.652042";
"Cardano al Campo";"VARESE";"Lombardia";"";"2015";"2015-01-17T12:55:21Z";"3294447485";"8.74135049999999";"45.6530634";
"Cardano al Campo";"VARESE";"Lombardia";"";"2015";"2015-01-17T12:55:27Z";"1749636989";"8.745517";"45.6508498";
"Cardano al Campo";"VARESE";"Lombardia";"";"2015";"2015-01-18T12:05:55Z";"3296399790";"8.7829414";"45.6406989999999";
"Casorate Sempione";"VARESE";"Lombardia";"";"2015";"2015-01-18T11:59:11Z";"3296390434";"8.7352544";"45.653489";
"Casorate Sempione";"VARESE";"Lombardia";"";"2015";"2015-01-18T11:59:19Z";"3296389886";"8.7344567";"45.6537252999999";
"Casorate Sempione";"VARESE";"Lombardia";"";"2015";"2015-01-18T11:59:28Z";"3296390862";"8.73633549999999";"45.6538955999999";
"Casorate Sempione";"VARESE";"Lombardia";"";"2015";"2015-01-18T11:59:42Z";"3296390286";"8.7355582";"45.654538";
"Cassano Magnago";"VARESE";"Lombardia";"";"2015";"2015-06-06T18:29:48Z";"3577348464";"8.8371601";"45.6391589999999";
"Cassano Magnago";"VARESE";"Lombardia";"";"2015";"2015-06-06T18:29:50Z";"3577348469";"8.83912529999999";"45.6392418";
"Cassano Magnago";"VARESE";"Lombardia";"";"2015";"2015-06-24T18:43:16Z";"3615839384";"8.819827";"45.6804854";
"Castellanza";"VARESE";"Lombardia";"";"2011";"2011-04-11T21:34:33Z";"1241328394";"8.8990615";"45.6216014";
"Castellanza";"VARESE";"Lombardia";"";"2015";"2015-01-10T15:19:18Z";"3280496647";"8.8779225";"45.6032698";
"Castellanza";"VARESE";"Lombardia";"";"2015";"2015-01-10T15:19:18Z";"3280496648";"8.878371";"45.6036059999999";
"Castello Cabiaglio";"VARESE";"Lombardia";"";"2014";"2014-07-21T12:49:21Z";"2522961234";"8.7728631";"45.8683771999999";
"Ferno";"VARESE";"Lombardia";"";"2014";"2014-07-05T14:32:44Z";"2949353990";"8.7100223";"45.6292686999999";
"Ferno";"VARESE";"Lombardia";"";"2014";"2014-07-05T14:32:45Z";"2949355936";"8.7097757";"45.6306518999999";
"Ferno";"VARESE";"Lombardia";"";"2015";"2015-01-05T21:08:43Z";"3271222751";"8.7112434";"45.6249156";
"Gallarate";"VARESE";"Lombardia";"";"2013";"2013-12-08T11:33:29Z";"2571246699";"8.773754";"45.6604409999999";
"Gallarate";"VARESE";"Lombardia";"";"2014";"2014-03-29T12:45:24Z";"2751725113";"8.8096149";"45.6440010999999";
"Gallarate";"VARESE";"Lombardia";"";"2014";"2014-12-06T16:06:05Z";"3221879869";"8.7858718";"45.6420008999999";
"Gallarate";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:44Z";"2753550626";"8.8209084";"45.6407547";
"Gallarate";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:44Z";"2753550642";"8.8197239";"45.6416887";
"Gallarate";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:45Z";"2753583120";"8.8226751";"45.6401351";
"Gallarate";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:45Z";"2753611434";"8.8189866";"45.6403139999999";
"Gallarate";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:45Z";"2769479947";"8.8246576";"45.6395356";
"Gallarate";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:46Z";"2817882055";"8.7932486";"45.6435296";
"Gallarate";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:49Z";"3221879870";"8.7929385";"45.6428045999999";
"Gallarate";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:49Z";"3221880044";"8.7850415";"45.6424504";
"Gallarate";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:50Z";"3221880091";"8.7865357";"45.6426616999999";
"Gallarate";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:50Z";"3221883054";"8.78681229999999";"45.643962";
"Gallarate";"VARESE";"Lombardia";"";"2015";"2015-01-17T11:46:52Z";"3265024164";"8.78693069999999";"45.6413378";
