Operatore,Data,StatoAttivazione,Comune,Provincia,Identificatore
TELECOM ITALIA MOBILE,27/01/2014,REALIZZATO,MOGGIO UDINESE,UD,2114172900
TELECOM ITALIA MOBILE,27/01/2014,REALIZZATO,MOGGIO UDINESE,UD,2116455395
TELECOM ITALIA MOBILE,27/01/2014,REALIZZATO,MOGGIO UDINESE,UD,2195650513
TELECOM ITALIA MOBILE,27/01/2014,REALIZZATO,MOGGIO UDINESE,UD,2377099418
TELECOM ITALIA MOBILE,27/01/2014,REALIZZATO,MOGGIO UDINESE,UD,1496513604
TELECOM ITALIA MOBILE,27/01/2014,REALIZZATO,MOGGIO UDINESE,UD,1240402206
TELECOM ITALIA MOBILE,27/01/2014,REALIZZATO,MOGGIO UDINESE,UD,3156117034
TELECOM ITALIA MOBILE,27/01/2014,REALIZZATO,MOGGIO UDINESE,UD,2526370220
TELECOM ITALIA MOBILE,28/01/2014,REALIZZATO,MOGGIO UDINESE,UD,2526370227
TELECOM ITALIA MOBILE,28/01/2014,REALIZZATO,MOGGIO UDINESE,UD,2526370239
TELECOM ITALIA MOBILE,28/01/2014,REALIZZATO,MOGGIO UDINESE,UD,2526370242
TELECOM ITALIA MOBILE,28/01/2014,REALIZZATO,REMANZACCO,PN,2534869665
TELECOM ITALIA MOBILE,28/01/2014,REALIZZATO,REMANZACCO,PN,2534869666
TELECOM ITALIA MOBILE,28/01/2014,REALIZZATO,REMANZACCO,PN,2534869667
TELECOM ITALIA MOBILE,28/01/2014,REALIZZATO,REMANZACCO,PN,2534869668
TELECOM ITALIA MOBILE,28/01/2014,REALIZZATO,REMANZACCO,PN,2534869669
TELECOM ITALIA MOBILE,28/01/2014,REALIZZATO,REMANZACCO,PN,2534869670
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,AVIANO,PN,2534869671
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,AVIANO,PN,2534869672
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,AVIANO,PN,3195491584
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,AVIANO,PN,1401607734
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,AVIANO,PN,3195373506
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,AVIANO,PN,2311631052
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,AVIANO,PN,2313057157
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,AVIANO,PN,2313057158
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,3040020915
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,2317423134
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,2830365136
TELECOM ITALIA MOBILE,30/01/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,2218180474
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,3129724057
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,3129724058
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,1898539021
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,3148219527
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,3195475355
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,1707393116
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,2947990168
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,CERVIGNANO DEL FRIULI,PN,2331234162
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,MANIAGO,PN,2739739431
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,MANIAGO,PN,3949780420
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,MANIAGO,PN,2215380288
TELECOM ITALIA MOBILE,03/02/2014,REALIZZATO,MANIAGO,PN,2258530992
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,MANIAGO,PN,1966845218
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,MANIAGO,UD,1966845218
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,MANIAGO,UD,1346017019
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,MANIAGO,UD,1346017118
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,MANIAGO,UD,1346017546
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,MANIAGO,UD,1675067648
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,MANIAGO,UD,1675067649
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,MANIAGO,UD,1675067652
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GORIZIA,UD,1675067633
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GORIZIA,UD,1675067637
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GORIZIA,UD,1675067647
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GORIZIA,UD,3969269718
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GORIZIA,UD,2021644896
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GORIZIA,GO,2021644897
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GORIZIA,GO,3108349487
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GORIZIA,GO,1886863803
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GORIZIA,GO,1880463857
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GORIZIA,GO,579408578
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,GO,579408577
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,PN,2754712348
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,PN,1500366230
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,PN,2335389359
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,PN,459975727
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,PN,3203326312
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,PN,1995600805
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,PN,1995600809
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,PN,3801454264
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,PN,2086914032
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,PN,3105060658
TELECOM ITALIA MOBILE,04/02/2014,REALIZZATO,GRADO,PN,3574350706
TELECOM ITALIA MOBILE,05/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,PN,3574350707
TELECOM ITALIA MOBILE,05/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,TS,3574350708
TELECOM ITALIA MOBILE,05/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,TS,3574350709
TELECOM ITALIA MOBILE,05/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,TS,1918529939
TELECOM ITALIA MOBILE,05/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,TS,1918530206
TELECOM ITALIA MOBILE,05/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,TS,2140563324
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,TS,1986727325
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,TS,1978410453
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,TS,3444774118
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,TS,3444774119
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,UD,1627697395
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,SAN GIORGIO DI NOGARO,UD,1627697400
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,GEMONA DEL FRIULI,UD,1627697403
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,GEMONA DEL FRIULI,UD,618806429
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,GEMONA DEL FRIULI,UD,4016935226
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,GEMONA DEL FRIULI,UD,1659407083
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,GEMONA DEL FRIULI,UD,1918647006
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,GEMONA DEL FRIULI,UD,1910352038
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,GEMONA DEL FRIULI,PN,2271669483
TELECOM ITALIA MOBILE,06/02/2014,REALIZZATO,GEMONA DEL FRIULI,PN,2271669543
TELECOM ITALIA MOBILE,10/02/2014,REALIZZATO,GEMONA DEL FRIULI,PN,2338258687
TELECOM ITALIA MOBILE,10/02/2014,REALIZZATO,TRIESTE,PN,2346715505
TELECOM ITALIA MOBILE,10/02/2014,REALIZZATO,TRIESTE,PN,3008872377
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,TRIESTE,PN,1343919191
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,TRIESTE,PN,1448489164
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,TRIESTE,PN,1448489181
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,TRIESTE,PN,1448489184
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,TRIESTE,PN,1506426671
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,TRIESTE,PN,1506426686
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,TRIESTE,PN,1617641109
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,1653529595
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,1665351582
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,1721214131
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,1721214235
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,1736735990
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,1665246571
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,1776586347
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,1634703491
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,1857978243
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,2012579591
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,2035599017
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,ROMANS D'ISONZO,PN,2037076060
TELECOM ITALIA MOBILE,20/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,2214893977
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,2271669541
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,2271669542
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,2297525346
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,1448489142
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,2356405982
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,1666708167
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,2374740120
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,2374871006
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,2375088115
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,2376537087
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,2376582486
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,PN,2376582490
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,UD,2376582493
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,SAN PIER D'ISONZO,UD,2376582495
TELECOM ITALIA MOBILE,21/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,1655379485
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,2454193804
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,2457153291
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,2478207929
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,2480062914
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,2480062917
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,2480062925
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,2498738276
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,2498738314
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,GO,2498738343
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,GO,2018665701
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,GO,2565296659
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,GO,2759555131
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,GO,2975915036
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,GO,1790502344
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,GO,772781334
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,GO,677294409
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,GO,718429699
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,1736166587
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,1768359089
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,2165548064
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,1627744611
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,3471596208
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,3401392502
TELECOM ITALIA MOBILE,24/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,1675545084
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,1675067632
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,ROMANS D'ISONZO,UD,1675539211
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675539212
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675539213
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675539225
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675539228
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675545087
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675067613
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675067650
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675159430
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675545077
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675545085
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675545090
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,REANA DEL ROIALE,UD,1675067639
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,GORIZIA,UD,1675545086
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,GORIZIA,UD,1675545088
TELECOM ITALIA MOBILE,26/02/2014,REALIZZATO,PALAZZOLO DELLO STELLA,UD,1675067631
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,PASIANO DI PORDENONE,TS,1739016464
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,PASIANO DI PORDENONE,TS,1311051301
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,PASIANO DI PORDENONE,TS,1311051303
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,PASIANO DI PORDENONE,TS,2817526965
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,PASIANO DI PORDENONE,TS,2817526966
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,PASIANO DI PORDENONE,TS,2817526970
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,PASIANO DI PORDENONE,TS,2817526974
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,TORREANO,TS,1760706869
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,TORREANO,TS,2085259981
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,TORREANO,TS,1738947272
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,TORREANO,TS,3768679895
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,TORREANO,TS,3948868407
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,TORREANO,TS,1680109008
TELECOM ITALIA MOBILE,17/06/2016,REALIZZATO,TORREANO,TS,1680109017
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,TORREANO,TS,2332208199
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,MONTENARS,GO,1736652076
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,MONTENARS,GO,1623502617
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,MONTENARS,GO,2999779490
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,MONTENARS,GO,1579291900
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,GO,1579317878
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,GO,2066961527
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,GO,3621388839
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,GO,3661434014
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,GO,1274173669
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,GO,3161601018
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,GO,566972593
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,GO,2074321326
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,TS,1274173559
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,TS,1274173622
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,TS,1274173645
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,SPILIMBERGO,TS,1580625955
TELECOM ITALIA MOBILE,30/06/2016,REALIZZATO,GORIZIA,TS,2068998016
TELECOM ITALIA MOBILE,13/07/2016,REALIZZATO,GORIZIA,TS,1149312967
TELECOM ITALIA MOBILE,13/07/2016,REALIZZATO,GORIZIA,TS,2290525182
TELECOM ITALIA MOBILE,13/07/2016,REALIZZATO,GORIZIA,TS,1149313854
TELECOM ITALIA MOBILE,13/07/2016,REALIZZATO,GORIZIA,TS,2021407144
TELECOM ITALIA MOBILE,13/07/2016,REALIZZATO,GORIZIA,TS,2058170260
TELECOM ITALIA MOBILE,13/07/2016,REALIZZATO,GORIZIA,TS,1810245687
TELECOM ITALIA MOBILE,13/07/2016,REALIZZATO,PORCIA,PN,1088229252
TELECOM ITALIA MOBILE,26/07/2005,REALIZZATO,PORCIA,PN,2068039118
TELECOM ITALIA MOBILE,26/07/2005,REALIZZATO,PORCIA,PN,1331080179
TELECOM ITALIA MOBILE,26/07/2005,REALIZZATO,PORCIA,PN,2323671800
TELECOM ITALIA MOBILE,26/07/2005,REALIZZATO,PORCIA,PN,1304225738
TELECOM ITALIA MOBILE,26/07/2005,REALIZZATO,PORCIA,PN,3876058939
TELECOM ITALIA MOBILE,26/07/2005,REALIZZATO,PORCIA,PN,1329784888
TELECOM ITALIA MOBILE,26/07/2005,REALIZZATO,UDINE,PN,2474317676
TELECOM ITALIA MOBILE,26/07/2005,REALIZZATO,UDINE,PN,2016376452
TELECOM ITALIA MOBILE,26/07/2005,REALIZZATO,UDINE,GO,694194214
TELECOM ITALIA MOBILE,25/08/2005,REALIZZATO,UDINE,GO,2039950334
TELECOM ITALIA MOBILE,25/08/2005,REALIZZATO,UDINE,GO,1743748331
TELECOM ITALIA MOBILE,25/08/2005,REALIZZATO,UDINE,GO,392657636
TELECOM ITALIA MOBILE,25/08/2005,REALIZZATO,UDINE,GO,1738902365
TELECOM ITALIA MOBILE,25/08/2005,REALIZZATO,UDINE,GO,1883567738
TELECOM ITALIA MOBILE,25/08/2005,DA REALIZZARE,UDINE,GO,1883567741
TELECOM ITALIA MOBILE,26/09/2005,DA REALIZZARE,UDINE,GO,1883567744
TELECOM ITALIA MOBILE,26/09/2005,DA REALIZZARE,UDINE,GO,1883567760
TELECOM ITALIA MOBILE,26/09/2005,DA REALIZZARE,UDINE,GO,1883567783
TELECOM ITALIA MOBILE,26/09/2005,DA REALIZZARE,ARTEGNA,GO,1883596665
TELECOM ITALIA MOBILE,26/09/2005,REALIZZATO,ARTEGNA,GO,1883596666
TELECOM ITALIA MOBILE,26/09/2005,REALIZZATO,ARTEGNA,PN,3673731414
TELECOM ITALIA MOBILE,05/12/2005,REALIZZATO,ARTEGNA,PN,432786123
TELECOM ITALIA MOBILE,05/12/2005,REALIZZATO,MORSANO AL TAGLIAMENTO,PN,2934452284
TELECOM ITALIA MOBILE,05/12/2005,REALIZZATO,MORSANO AL TAGLIAMENTO,PN,695808688
TELECOM ITALIA MOBILE,05/12/2005,REALIZZATO,MORSANO AL TAGLIAMENTO,PN,2147695969
TELECOM ITALIA MOBILE,05/12/2005,REALIZZATO,MORSANO AL TAGLIAMENTO,PN,2147695972
TELECOM ITALIA MOBILE,20/04/2006,REALIZZATO,MORSANO AL TAGLIAMENTO,PN,2147695975
TELECOM ITALIA MOBILE,20/04/2006,REALIZZATO,MORSANO AL TAGLIAMENTO,PN,1447548273
TELECOM ITALIA MOBILE,20/04/2006,REALIZZATO,MORSANO AL TAGLIAMENTO,PN,1884993916
TELECOM ITALIA MOBILE,20/04/2006,REALIZZATO,MORSANO AL TAGLIAMENTO,PN,3090364975
TELECOM ITALIA MOBILE,20/04/2006,REALIZZATO,MORSANO AL TAGLIAMENTO,GO,2884976368
TELECOM ITALIA MOBILE,20/04/2006,REALIZZATO,MORSANO AL TAGLIAMENTO,GO,2299274350
TELECOM ITALIA MOBILE,14/06/2006,REALIZZATO,MORSANO AL TAGLIAMENTO,GO,2299274351
TELECOM ITALIA MOBILE,14/06/2006,REALIZZATO,MORSANO AL TAGLIAMENTO,GO,2024465194
TELECOM ITALIA MOBILE,14/06/2006,REALIZZATO,TOLMEZZO,GO,2255367939
TELECOM ITALIA MOBILE,14/06/2006,REALIZZATO,TOLMEZZO,GO,3142493458
TELECOM ITALIA MOBILE,08/09/2006,REALIZZATO,TOLMEZZO,GO,1672836494
TELECOM ITALIA MOBILE,08/09/2006,REALIZZATO,TOLMEZZO,GO,2071942591
TELECOM ITALIA MOBILE,08/09/2006,REALIZZATO,TOLMEZZO,GO,2072019043
TELECOM ITALIA MOBILE,28/03/2007,REALIZZATO,TOLMEZZO,GO,2443516320
TELECOM ITALIA MOBILE,28/03/2007,REALIZZATO,TOLMEZZO,GO,3079775326
TELECOM ITALIA MOBILE,28/03/2007,REALIZZATO,TOLMEZZO,GO,3214001295
TELECOM ITALIA MOBILE,28/03/2007,REALIZZATO,TOLMEZZO,PN,3461319053
TELECOM ITALIA MOBILE,28/03/2007,REALIZZATO,TOLMEZZO,PN,1738041227
TELECOM ITALIA MOBILE,28/03/2007,REALIZZATO,TOLMEZZO,PN,2463282334
TELECOM ITALIA MOBILE,07/06/2007,REALIZZATO,TOLMEZZO,PN,1863444590
TELECOM ITALIA MOBILE,07/06/2007,REALIZZATO,TOLMEZZO,PN,2961012107
TELECOM ITALIA MOBILE,07/06/2007,REALIZZATO,TOLMEZZO,PN,2181976697
TELECOM ITALIA MOBILE,07/06/2007,REALIZZATO,TOLMEZZO,PN,3371333608
TELECOM ITALIA MOBILE,07/06/2007,REALIZZATO,DIGNANO,PN,3374635928
TELECOM ITALIA MOBILE,07/06/2007,REALIZZATO,DIGNANO,PN,3374636124
TELECOM ITALIA MOBILE,29/01/2008,REALIZZATO,DIGNANO,PN,1799686892
TELECOM ITALIA MOBILE,29/01/2008,REALIZZATO,DIGNANO,PN,1800180529
TELECOM ITALIA MOBILE,29/01/2008,REALIZZATO,DIGNANO,PN,1800180530
TELECOM ITALIA MOBILE,28/02/2008,REALIZZATO,DIGNANO,PN,1800180531
TELECOM ITALIA MOBILE,28/02/2008,REALIZZATO,DIGNANO,PN,1800180532
TELECOM ITALIA MOBILE,28/02/2008,REALIZZATO,DIGNANO,PN,1800180533
TELECOM ITALIA MOBILE,28/02/2008,REALIZZATO,DIGNANO,UD,1800180534
TELECOM ITALIA MOBILE,28/02/2008,REALIZZATO,DIGNANO,UD,1800180535
TELECOM ITALIA MOBILE,28/02/2008,REALIZZATO,DIGNANO,UD,1576957964
TELECOM ITALIA MOBILE,17/03/2008,REALIZZATO,DIGNANO,UD,1738059768
TELECOM ITALIA MOBILE,17/03/2008,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,1738059769
TELECOM ITALIA MOBILE,17/03/2008,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,1576944814
TELECOM ITALIA MOBILE,17/03/2008,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,1698208196
TELECOM ITALIA MOBILE,17/03/2008,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,2132962510
TELECOM ITALIA MOBILE,17/03/2008,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,2847640554
TELECOM ITALIA MOBILE,31/03/2008,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,1452907107
TELECOM ITALIA MOBILE,31/03/2008,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,1132753331
TELECOM ITALIA MOBILE,31/03/2008,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,1800231299
TELECOM ITALIA MOBILE,31/03/2008,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,3514866461
TELECOM ITALIA MOBILE,31/03/2008,REALIZZATO,SAN GIOVANNI AL NATISONE,UD,2134620486
