Data,StatoAttivazione,Identificatore
17/09/2013,REALIZZATO,1609985538
17/09/2013,REALIZZATO,1420176119
17/09/2013,REALIZZATO,1241032305
17/09/2013,REALIZZATO,1960315041
17/09/2013,REALIZZATO,1423066480
17/09/2013,REALIZZATO,1423066365
17/09/2013,REALIZZATO,1488307420
17/09/2013,REALIZZATO,2290548485
17/09/2013,REALIZZATO,913878328
17/09/2013,REALIZZATO,1012736946
17/09/2013,REALIZZATO,1012737253
17/09/2013,REALIZZATO,1012737369
17/09/2013,REALIZZATO,1012737043
17/09/2013,REALIZZATO,1012737096
17/09/2013,REALIZZATO,2568266783
17/09/2013,REALIZZATO,1827008868
17/09/2013,REALIZZATO,1827008885
19/09/2013,REALIZZATO,3690932783
19/09/2013,REALIZZATO,3079829059
23/09/2013,DA REALIZZARE,3079830210
23/09/2013,DA REALIZZARE,3332463581
26/09/2013,DA REALIZZARE,1827008858
26/09/2013,DA REALIZZARE,1827008874
26/09/2013,DA REALIZZARE,1760734656
07/10/2013,DA REALIZZARE,3587466666
07/10/2013,DA REALIZZARE,3587478386
07/10/2013,DA REALIZZARE,3587478387
07/10/2013,DA REALIZZARE,2461841370
07/10/2013,REALIZZATO,2580563089
07/10/2013,REALIZZATO,2580563098
07/10/2013,REALIZZATO,2580563115
07/10/2013,REALIZZATO,2026304229
07/10/2013,REALIZZATO,2026304233
07/10/2013,REALIZZATO,2288886250
07/10/2013,REALIZZATO,2577032412
07/10/2013,REALIZZATO,422215086
07/10/2013,REALIZZATO,2667751713
07/10/2013,REALIZZATO,2667751714
07/10/2013,REALIZZATO,3587505224
07/10/2013,REALIZZATO,3587505226
07/10/2013,REALIZZATO,3587505227
07/10/2013,REALIZZATO,3587505229
07/10/2013,REALIZZATO,3587514720
07/10/2013,REALIZZATO,3587514721
07/10/2013,REALIZZATO,2293358508
07/10/2013,REALIZZATO,2974723754
07/10/2013,REALIZZATO,915658625
07/10/2013,REALIZZATO,2289768210
07/10/2013,REALIZZATO,2404884894
07/10/2013,REALIZZATO,2966220857
07/10/2013,REALIZZATO,2582092573
07/10/2013,REALIZZATO,1617880740
07/10/2013,REALIZZATO,2615927979
07/10/2013,REALIZZATO,2642364793
07/10/2013,REALIZZATO,2460569432
07/10/2013,REALIZZATO,2461620950
17/10/2013,REALIZZATO,2422473192
17/10/2013,REALIZZATO,1583293720
17/10/2013,REALIZZATO,1850005710
17/10/2013,REALIZZATO,2472305216
17/10/2013,REALIZZATO,2323029215
17/10/2013,REALIZZATO,2667751711
17/10/2013,REALIZZATO,2667751712
17/10/2013,REALIZZATO,2185894837
17/10/2013,REALIZZATO,1617880720
17/10/2013,REALIZZATO,2469703347
17/10/2013,REALIZZATO,915410209
17/10/2013,REALIZZATO,3830383701
21/10/2013,REALIZZATO,3298883650
21/10/2013,REALIZZATO,3576655870
21/10/2013,REALIZZATO,3812886383
21/10/2013,REALIZZATO,2460568833
21/10/2013,REALIZZATO,3887525233
21/10/2013,REALIZZATO,2639537609
21/10/2013,REALIZZATO,2430751142
21/10/2013,REALIZZATO,2430751207
21/10/2013,REALIZZATO,2430751279
21/10/2013,REALIZZATO,2430751316
21/10/2013,REALIZZATO,3587540776
21/10/2013,REALIZZATO,3587540778
21/10/2013,REALIZZATO,3538991560
21/10/2013,REALIZZATO,3538991561
21/10/2013,REALIZZATO,3538991562
21/10/2013,REALIZZATO,3538991563
12/11/2013,REALIZZATO,3757076062
12/11/2013,DA REALIZZARE,3587440011
12/11/2013,DA REALIZZARE,3530002461
12/11/2013,DA REALIZZARE,1740243807
12/11/2013,DA REALIZZARE,2469713896
12/11/2013,DA REALIZZARE,2552304733
12/11/2013,DA REALIZZARE,2584775067
12/11/2013,DA REALIZZARE,3280877528
12/11/2013,DA REALIZZARE,2314098145
12/11/2013,REALIZZATO,2469713893
12/11/2013,REALIZZATO,3247429743
12/11/2013,REALIZZATO,3247429744
12/11/2013,REALIZZATO,3247429745
12/11/2013,REALIZZATO,2264332574
12/11/2013,REALIZZATO,1787613243
12/11/2013,REALIZZATO,693349478
12/11/2013,REALIZZATO,2514137045
12/11/2013,REALIZZATO,1222788425
12/11/2013,REALIZZATO,1222788426
13/11/2013,REALIZZATO,1222788428
13/11/2013,REALIZZATO,1028027984
13/11/2013,REALIZZATO,860542994
15/11/2013,REALIZZATO,1214777622
15/11/2013,REALIZZATO,1222788421
15/11/2013,REALIZZATO,1234664640
15/11/2013,REALIZZATO,1234664673
15/11/2013,REALIZZATO,1234664690
15/11/2013,REALIZZATO,1234664731
15/11/2013,REALIZZATO,1399047682
15/11/2013,REALIZZATO,1399047692
15/11/2013,REALIZZATO,1028028134
15/11/2013,REALIZZATO,2333420761
15/11/2013,REALIZZATO,2333420774
15/11/2013,REALIZZATO,2333492900
15/11/2013,REALIZZATO,2507744528
15/11/2013,REALIZZATO,2794832467
15/11/2013,REALIZZATO,3640847541
18/11/2013,REALIZZATO,3640847541
18/11/2013,REALIZZATO,3640847772
18/11/2013,REALIZZATO,3640847772
18/11/2013,REALIZZATO,3640847762
18/11/2013,REALIZZATO,3640847762
20/11/2013,REALIZZATO,3851381339
20/11/2013,REALIZZATO,2522330739
27/11/2013,REALIZZATO,1740217971
27/11/2013,REALIZZATO,1537336890
27/11/2013,REALIZZATO,1537337043
27/11/2013,REALIZZATO,1537337051
27/11/2013,REALIZZATO,1537337078
27/11/2013,REALIZZATO,1537337110
28/11/2013,REALIZZATO,1213832520
28/11/2013,REALIZZATO,1213832538
28/11/2013,REALIZZATO,1827467766
28/11/2013,REALIZZATO,1831413062
28/11/2013,REALIZZATO,1313276881
28/11/2013,REALIZZATO,1213814519
28/11/2013,REALIZZATO,1213814544
28/11/2013,REALIZZATO,1213814633
02/12/2013,REALIZZATO,1213814656
02/12/2013,REALIZZATO,2133491607
02/12/2013,REALIZZATO,2133491612
02/12/2013,REALIZZATO,2133491615
03/12/2013,REALIZZATO,2133491620
03/12/2013,REALIZZATO,892558472
03/12/2013,REALIZZATO,2293379174
03/12/2013,REALIZZATO,3655151997
03/12/2013,REALIZZATO,3655151998
03/12/2013,REALIZZATO,3655151999
03/12/2013,REALIZZATO,3655152000
03/12/2013,REALIZZATO,3655163397
03/12/2013,REALIZZATO,3628466367
03/12/2013,REALIZZATO,3628466368
03/12/2013,REALIZZATO,2432803783
03/12/2013,REALIZZATO,735115627
03/12/2013,REALIZZATO,2013000354
03/12/2013,REALIZZATO,1313267400
03/12/2013,REALIZZATO,1313267401
03/12/2013,REALIZZATO,3525546413
03/12/2013,REALIZZATO,3525546414
03/12/2013,REALIZZATO,3528324876
03/12/2013,REALIZZATO,3528324877
03/12/2013,REALIZZATO,3528324878
10/12/2013,REALIZZATO,3528324879
10/12/2013,REALIZZATO,3528324880
10/12/2013,REALIZZATO,3528324881
10/12/2013,REALIZZATO,3528324882
10/12/2013,REALIZZATO,3528324883
10/12/2013,REALIZZATO,3528324884
10/12/2013,REALIZZATO,3528324885
10/12/2013,REALIZZATO,3628482721
18/12/2013,DA REALIZZARE,3842204924
18/12/2013,DA REALIZZARE,3059749574
18/12/2013,DA REALIZZARE,3669858355
18/12/2013,DA REALIZZARE,3669858356
18/12/2013,DA REALIZZARE,3669858357
18/12/2013,DA REALIZZARE,3669858358
18/12/2013,DA REALIZZARE,2430212709
18/12/2013,DA REALIZZARE,2430212718
18/12/2013,DA REALIZZARE,2461661942
18/12/2013,DA REALIZZARE,2556770797
18/12/2013,DA REALIZZARE,2556770798
18/12/2013,DA REALIZZARE,2556770801
23/12/2013,REALIZZATO,2556770802
23/12/2013,REALIZZATO,2556770803
23/12/2013,REALIZZATO,2556770807
23/12/2013,REALIZZATO,2556770811
23/12/2013,REALIZZATO,2556770812
23/12/2013,REALIZZATO,2556770813
23/12/2013,REALIZZATO,2556770814
23/12/2013,REALIZZATO,2556770815
23/12/2013,REALIZZATO,2556770816
23/12/2013,REALIZZATO,2556770817
23/12/2013,REALIZZATO,2556770818
23/12/2013,REALIZZATO,1999612766
24/12/2013,REALIZZATO,2041914013
24/12/2013,REALIZZATO,2050269693
24/12/2013,REALIZZATO,2063614831
24/12/2013,REALIZZATO,3791817590
24/12/2013,REALIZZATO,3410778907
24/12/2013,REALIZZATO,3244727402
24/12/2013,REALIZZATO,1978395454
24/12/2013,REALIZZATO,1779136150
24/12/2013,REALIZZATO,2629118275
24/12/2013,REALIZZATO,2629118550
24/12/2013,REALIZZATO,1528718405
24/12/2013,REALIZZATO,1215905794
24/12/2013,REALIZZATO,1215905829
24/12/2013,REALIZZATO,1215905906
24/12/2013,REALIZZATO,1714210039
24/12/2013,REALIZZATO,1215905854
24/12/2013,REALIZZATO,506738734
24/12/2013,REALIZZATO,1606704925
27/12/2013,REALIZZATO,1606748091
27/12/2013,REALIZZATO,3163674162
27/12/2013,REALIZZATO,3365511630
27/12/2013,REALIZZATO,2905478477
27/12/2013,REALIZZATO,1996193905
27/12/2013,REALIZZATO,3827657962
27/12/2013,REALIZZATO,1224552838
02/01/2014,REALIZZATO,1224552839
02/01/2014,REALIZZATO,1224552840
02/01/2014,REALIZZATO,2938624623
02/01/2014,REALIZZATO,1215889908
02/01/2014,REALIZZATO,1215889889
02/01/2014,REALIZZATO,1215889905
08/01/2014,REALIZZATO,1215889882
08/01/2014,REALIZZATO,1215889894
09/01/2014,REALIZZATO,1550644125
09/01/2014,REALIZZATO,3733426418
09/01/2014,REALIZZATO,3733426419
09/01/2014,REALIZZATO,3733426530
09/01/2014,REALIZZATO,1528705756
09/01/2014,REALIZZATO,1747586640
09/01/2014,REALIZZATO,3054842345
09/01/2014,REALIZZATO,1550697921
09/01/2014,REALIZZATO,3825410174
09/01/2014,REALIZZATO,2441601351
09/01/2014,REALIZZATO,3080783105
09/01/2014,REALIZZATO,3080790983
09/01/2014,REALIZZATO,3556951839
09/01/2014,REALIZZATO,2960120392
09/01/2014,REALIZZATO,3678694549
09/01/2014,REALIZZATO,3689569084
09/01/2014,REALIZZATO,3733422524
09/01/2014,REALIZZATO,3733422524
13/01/2014,REALIZZATO,2432841652
13/01/2014,REALIZZATO,373482717
13/01/2014,REALIZZATO,1659589204
13/01/2014,REALIZZATO,1529223790
13/01/2014,REALIZZATO,1611555759
13/01/2014,REALIZZATO,1490239602
13/01/2014,REALIZZATO,3054329072
13/01/2014,REALIZZATO,494440457
13/01/2014,REALIZZATO,1915697809
13/01/2014,REALIZZATO,2741531138
13/01/2014,REALIZZATO,2424242990
13/01/2014,REALIZZATO,3402470897
13/01/2014,REALIZZATO,3020920097
13/01/2014,REALIZZATO,3649583348
13/01/2014,REALIZZATO,3135829087
13/01/2014,REALIZZATO,2306720865
13/01/2014,REALIZZATO,2320629568
13/01/2014,REALIZZATO,473099639
13/01/2014,REALIZZATO,1664296100
13/01/2014,REALIZZATO,3324933975
13/01/2014,REALIZZATO,610302973
13/01/2014,REALIZZATO,2500127611
13/01/2014,REALIZZATO,3020112198
13/01/2014,REALIZZATO,3020112197
13/01/2014,REALIZZATO,1562266126
13/01/2014,REALIZZATO,1657321704
13/01/2014,REALIZZATO,771257961
13/01/2014,REALIZZATO,3708438243
13/01/2014,REALIZZATO,972616859
13/01/2014,REALIZZATO,971825816
13/01/2014,REALIZZATO,3246009551
13/01/2014,REALIZZATO,3280765461
13/01/2014,REALIZZATO,1990995970
13/01/2014,REALIZZATO,2510118398
13/01/2014,REALIZZATO,2406285195
13/01/2014,REALIZZATO,2478940307
13/01/2014,REALIZZATO,1481719569
13/01/2014,REALIZZATO,1481719572
13/01/2014,REALIZZATO,2496797236
13/01/2014,REALIZZATO,2496797237
13/01/2014,REALIZZATO,2496797238
13/01/2014,REALIZZATO,2406285177
13/01/2014,REALIZZATO,2406285204
13/01/2014,REALIZZATO,1118994830
13/01/2014,REALIZZATO,2310912192
13/01/2014,REALIZZATO,2391631184
13/01/2014,REALIZZATO,2311045369
13/01/2014,REALIZZATO,927969976
14/01/2014,REALIZZATO,1382843326
14/01/2014,REALIZZATO,2672265721
14/01/2014,REALIZZATO,2672265726
14/01/2014,REALIZZATO,2672265727
14/01/2014,REALIZZATO,2672265728
14/01/2014,REALIZZATO,2672265732
14/01/2014,REALIZZATO,2672265734
14/01/2014,REALIZZATO,2672265735
14/01/2014,REALIZZATO,2672265736
14/01/2014,REALIZZATO,2672265738
14/01/2014,REALIZZATO,2672265740
14/01/2014,REALIZZATO,558655982
14/01/2014,REALIZZATO,827863806
14/01/2014,REALIZZATO,2985716012
14/01/2014,REALIZZATO,1379041287
14/01/2014,REALIZZATO,1379041294
14/01/2014,REALIZZATO,1379041315
14/01/2014,REALIZZATO,1379041322
14/01/2014,REALIZZATO,2301697241
14/01/2014,REALIZZATO,3142620066
14/01/2014,REALIZZATO,3195368509
14/01/2014,REALIZZATO,3195383809
14/01/2014,REALIZZATO,3195383848
14/01/2014,REALIZZATO,3195386631
21/01/2014,REALIZZATO,3195386632
21/01/2014,REALIZZATO,3195386633
24/01/2014,REALIZZATO,3195386634
24/01/2014,REALIZZATO,3195383682
24/01/2014,REALIZZATO,3195390435
24/01/2014,REALIZZATO,3195390436
24/01/2014,REALIZZATO,3195487944
24/01/2014,REALIZZATO,3207346253
24/01/2014,REALIZZATO,1382826989
24/01/2014,REALIZZATO,1809591137
24/01/2014,REALIZZATO,830186558
24/01/2014,REALIZZATO,3195475350
24/01/2014,REALIZZATO,3200622682
24/01/2014,REALIZZATO,3200626059
27/01/2014,REALIZZATO,3123047870
27/01/2014,REALIZZATO,3195391903
27/01/2014,REALIZZATO,3195485941
27/01/2014,REALIZZATO,3189035915
27/01/2014,REALIZZATO,3189036207
27/01/2014,REALIZZATO,2206806040
27/01/2014,REALIZZATO,2206806043
27/01/2014,REALIZZATO,1278592830
27/01/2014,REALIZZATO,1496515368
27/01/2014,REALIZZATO,1496515367
27/01/2014,REALIZZATO,2114172900
27/01/2014,REALIZZATO,2116455395
27/01/2014,REALIZZATO,2195650513
27/01/2014,REALIZZATO,2377099418
27/01/2014,REALIZZATO,1496513604
27/01/2014,REALIZZATO,1240402206
27/01/2014,REALIZZATO,3156117034
27/01/2014,REALIZZATO,2526370220
28/01/2014,REALIZZATO,2526370227
28/01/2014,REALIZZATO,2526370239
28/01/2014,REALIZZATO,2526370242
28/01/2014,REALIZZATO,2534869665
28/01/2014,REALIZZATO,2534869666
28/01/2014,REALIZZATO,2534869667
28/01/2014,REALIZZATO,2534869668
28/01/2014,REALIZZATO,2534869669
28/01/2014,REALIZZATO,2534869670
30/01/2014,REALIZZATO,2534869671
30/01/2014,REALIZZATO,2534869672
30/01/2014,REALIZZATO,3195491584
30/01/2014,REALIZZATO,1401607734
30/01/2014,REALIZZATO,3195373506
30/01/2014,REALIZZATO,2311631052
30/01/2014,REALIZZATO,2313057157
30/01/2014,REALIZZATO,2313057158
30/01/2014,REALIZZATO,3040020915
30/01/2014,REALIZZATO,2317423134
30/01/2014,REALIZZATO,2830365136
30/01/2014,REALIZZATO,2218180474
03/02/2014,REALIZZATO,3129724057
03/02/2014,REALIZZATO,3129724058
03/02/2014,REALIZZATO,1898539021
03/02/2014,REALIZZATO,3148219527
03/02/2014,REALIZZATO,3195475355
03/02/2014,REALIZZATO,1707393116
03/02/2014,REALIZZATO,2947990168
03/02/2014,REALIZZATO,2331234162
03/02/2014,REALIZZATO,2739739431
03/02/2014,REALIZZATO,3949780420
03/02/2014,REALIZZATO,2215380288
03/02/2014,REALIZZATO,2258530992
04/02/2014,REALIZZATO,1966845218
04/02/2014,REALIZZATO,1966845218
04/02/2014,REALIZZATO,1346017019
04/02/2014,REALIZZATO,1346017118
04/02/2014,REALIZZATO,1346017546
04/02/2014,REALIZZATO,1675067648
04/02/2014,REALIZZATO,1675067649
04/02/2014,REALIZZATO,1675067652
04/02/2014,REALIZZATO,1675067633
04/02/2014,REALIZZATO,1675067637
04/02/2014,REALIZZATO,1675067647
04/02/2014,REALIZZATO,3969269718
04/02/2014,REALIZZATO,2021644896
04/02/2014,REALIZZATO,2021644897
04/02/2014,REALIZZATO,3108349487
04/02/2014,REALIZZATO,1886863803
04/02/2014,REALIZZATO,1880463857
04/02/2014,REALIZZATO,579408578
04/02/2014,REALIZZATO,579408577
04/02/2014,REALIZZATO,2754712348
04/02/2014,REALIZZATO,1500366230
04/02/2014,REALIZZATO,2335389359
04/02/2014,REALIZZATO,459975727
04/02/2014,REALIZZATO,3203326312
04/02/2014,REALIZZATO,1995600805
04/02/2014,REALIZZATO,1995600809
04/02/2014,REALIZZATO,3801454264
04/02/2014,REALIZZATO,2086914032
04/02/2014,REALIZZATO,3105060658
04/02/2014,REALIZZATO,3574350706
05/02/2014,REALIZZATO,3574350707
05/02/2014,REALIZZATO,3574350708
05/02/2014,REALIZZATO,3574350709
05/02/2014,REALIZZATO,1918529939
05/02/2014,REALIZZATO,1918530206
05/02/2014,REALIZZATO,2140563324
06/02/2014,REALIZZATO,1986727325
06/02/2014,REALIZZATO,1978410453
06/02/2014,REALIZZATO,3444774118
06/02/2014,REALIZZATO,3444774119
06/02/2014,REALIZZATO,1627697395
06/02/2014,REALIZZATO,1627697400
06/02/2014,REALIZZATO,1627697403
06/02/2014,REALIZZATO,618806429
06/02/2014,REALIZZATO,4016935226
06/02/2014,REALIZZATO,1659407083
06/02/2014,REALIZZATO,1918647006
06/02/2014,REALIZZATO,1910352038
06/02/2014,REALIZZATO,2271669483
06/02/2014,REALIZZATO,2271669543
10/02/2014,REALIZZATO,2338258687
10/02/2014,REALIZZATO,2346715505
10/02/2014,REALIZZATO,3008872377
20/02/2014,REALIZZATO,1343919191
20/02/2014,REALIZZATO,1448489164
20/02/2014,REALIZZATO,1448489181
20/02/2014,REALIZZATO,1448489184
20/02/2014,REALIZZATO,1506426671
20/02/2014,REALIZZATO,1506426686
20/02/2014,REALIZZATO,1617641109
20/02/2014,REALIZZATO,1653529595
20/02/2014,REALIZZATO,1665351582
20/02/2014,REALIZZATO,1721214131
20/02/2014,REALIZZATO,1721214235
20/02/2014,REALIZZATO,1736735990
20/02/2014,REALIZZATO,1665246571
20/02/2014,REALIZZATO,1776586347
20/02/2014,REALIZZATO,1634703491
20/02/2014,REALIZZATO,1857978243
20/02/2014,REALIZZATO,2012579591
20/02/2014,REALIZZATO,2035599017
20/02/2014,REALIZZATO,2037076060
20/02/2014,REALIZZATO,2214893977
21/02/2014,REALIZZATO,2271669541
21/02/2014,REALIZZATO,2271669542
21/02/2014,REALIZZATO,2297525346
21/02/2014,REALIZZATO,1448489142
21/02/2014,REALIZZATO,2356405982
21/02/2014,REALIZZATO,1666708167
21/02/2014,REALIZZATO,2374740120
21/02/2014,REALIZZATO,2374871006
21/02/2014,REALIZZATO,2375088115
21/02/2014,REALIZZATO,2376537087
21/02/2014,REALIZZATO,2376582486
21/02/2014,REALIZZATO,2376582490
21/02/2014,REALIZZATO,2376582493
21/02/2014,REALIZZATO,2376582495
21/02/2014,REALIZZATO,1655379485
24/02/2014,REALIZZATO,2454193804
24/02/2014,REALIZZATO,2457153291
24/02/2014,REALIZZATO,2478207929
24/02/2014,REALIZZATO,2480062914
24/02/2014,REALIZZATO,2480062917
24/02/2014,REALIZZATO,2480062925
24/02/2014,REALIZZATO,2498738276
24/02/2014,REALIZZATO,2498738314
24/02/2014,REALIZZATO,2498738343
24/02/2014,REALIZZATO,2018665701
24/02/2014,REALIZZATO,2565296659
24/02/2014,REALIZZATO,2759555131
24/02/2014,REALIZZATO,2975915036
24/02/2014,REALIZZATO,1790502344
24/02/2014,REALIZZATO,772781334
24/02/2014,REALIZZATO,677294409
24/02/2014,REALIZZATO,718429699
24/02/2014,REALIZZATO,1736166587
24/02/2014,REALIZZATO,1768359089
24/02/2014,REALIZZATO,2165548064
24/02/2014,REALIZZATO,1627744611
24/02/2014,REALIZZATO,3471596208
24/02/2014,REALIZZATO,3401392502
24/02/2014,REALIZZATO,1675545084
26/02/2014,REALIZZATO,1675067632
26/02/2014,REALIZZATO,1675539211
26/02/2014,REALIZZATO,1675539212
26/02/2014,REALIZZATO,1675539213
26/02/2014,REALIZZATO,1675539225
26/02/2014,REALIZZATO,1675539228
26/02/2014,REALIZZATO,1675545087
26/02/2014,REALIZZATO,1675067613
26/02/2014,REALIZZATO,1675067650
26/02/2014,REALIZZATO,1675159430
26/02/2014,REALIZZATO,1675545077
26/02/2014,REALIZZATO,1675545085
26/02/2014,REALIZZATO,1675545090
26/02/2014,REALIZZATO,1675067639
26/02/2014,REALIZZATO,1675545086
26/02/2014,REALIZZATO,1675545088
26/02/2014,REALIZZATO,1675067631
17/06/2016,REALIZZATO,1739016464
17/06/2016,REALIZZATO,1311051301
17/06/2016,REALIZZATO,1311051303
17/06/2016,REALIZZATO,2817526965
17/06/2016,REALIZZATO,2817526966
17/06/2016,REALIZZATO,2817526970
17/06/2016,REALIZZATO,2817526974
17/06/2016,REALIZZATO,1760706869
17/06/2016,REALIZZATO,2085259981
17/06/2016,REALIZZATO,1738947272
17/06/2016,REALIZZATO,3768679895
17/06/2016,REALIZZATO,3948868407
17/06/2016,REALIZZATO,1680109008
17/06/2016,REALIZZATO,1680109017
30/06/2016,REALIZZATO,2332208199
30/06/2016,REALIZZATO,1736652076
30/06/2016,REALIZZATO,1623502617
30/06/2016,REALIZZATO,2999779490
30/06/2016,REALIZZATO,1579291900
30/06/2016,REALIZZATO,1579317878
30/06/2016,REALIZZATO,2066961527
30/06/2016,REALIZZATO,3621388839
30/06/2016,REALIZZATO,3661434014
30/06/2016,REALIZZATO,1274173669
30/06/2016,REALIZZATO,3161601018
30/06/2016,REALIZZATO,566972593
30/06/2016,REALIZZATO,2074321326
30/06/2016,REALIZZATO,1274173559
30/06/2016,REALIZZATO,1274173622
30/06/2016,REALIZZATO,1274173645
30/06/2016,REALIZZATO,1580625955
30/06/2016,REALIZZATO,2068998016
13/07/2016,REALIZZATO,1149312967
13/07/2016,REALIZZATO,2290525182
13/07/2016,REALIZZATO,1149313854
13/07/2016,REALIZZATO,2021407144
13/07/2016,REALIZZATO,2058170260
13/07/2016,REALIZZATO,1810245687
13/07/2016,REALIZZATO,1088229252
26/07/2005,REALIZZATO,2068039118
26/07/2005,REALIZZATO,1331080179
26/07/2005,REALIZZATO,2323671800
26/07/2005,REALIZZATO,1304225738
26/07/2005,REALIZZATO,3876058939
26/07/2005,REALIZZATO,1329784888
26/07/2005,REALIZZATO,2474317676
26/07/2005,REALIZZATO,2016376452
26/07/2005,REALIZZATO,694194214
25/08/2005,REALIZZATO,2039950334
25/08/2005,REALIZZATO,1743748331
25/08/2005,REALIZZATO,392657636
25/08/2005,REALIZZATO,1738902365
25/08/2005,REALIZZATO,1883567738
25/08/2005,DA REALIZZARE,1883567741
26/09/2005,DA REALIZZARE,1883567744
26/09/2005,DA REALIZZARE,1883567760
26/09/2005,DA REALIZZARE,1883567783
26/09/2005,DA REALIZZARE,1883596665
26/09/2005,REALIZZATO,1883596666
26/09/2005,REALIZZATO,3673731414
05/12/2005,REALIZZATO,432786123
05/12/2005,REALIZZATO,2934452284
05/12/2005,REALIZZATO,695808688
05/12/2005,REALIZZATO,2147695969
05/12/2005,REALIZZATO,2147695972
20/04/2006,REALIZZATO,2147695975
20/04/2006,REALIZZATO,1447548273
20/04/2006,REALIZZATO,1884993916
20/04/2006,REALIZZATO,3090364975
20/04/2006,REALIZZATO,2884976368
20/04/2006,REALIZZATO,2299274350
14/06/2006,REALIZZATO,2299274351
14/06/2006,REALIZZATO,2024465194
14/06/2006,REALIZZATO,2255367939
14/06/2006,REALIZZATO,3142493458
08/09/2006,REALIZZATO,1672836494
08/09/2006,REALIZZATO,2071942591
08/09/2006,REALIZZATO,2072019043
28/03/2007,REALIZZATO,2443516320
28/03/2007,REALIZZATO,3079775326
28/03/2007,REALIZZATO,3214001295
28/03/2007,REALIZZATO,3461319053
28/03/2007,REALIZZATO,1738041227
28/03/2007,REALIZZATO,2463282334
07/06/2007,REALIZZATO,1863444590
07/06/2007,REALIZZATO,2961012107
07/06/2007,REALIZZATO,2181976697
07/06/2007,REALIZZATO,3371333608
07/06/2007,REALIZZATO,3374635928
07/06/2007,REALIZZATO,3374636124
29/01/2008,REALIZZATO,1799686892
29/01/2008,REALIZZATO,1800180529
29/01/2008,REALIZZATO,1800180530
28/02/2008,REALIZZATO,1800180531
28/02/2008,REALIZZATO,1800180532
28/02/2008,REALIZZATO,1800180533
28/02/2008,REALIZZATO,1800180534
28/02/2008,REALIZZATO,1800180535
28/02/2008,REALIZZATO,1576957964
17/03/2008,REALIZZATO,1738059768
17/03/2008,REALIZZATO,1738059769
17/03/2008,REALIZZATO,1576944814
17/03/2008,REALIZZATO,1698208196
17/03/2008,REALIZZATO,2132962510
17/03/2008,REALIZZATO,2847640554
31/03/2008,REALIZZATO,1452907107
31/03/2008,REALIZZATO,1132753331
31/03/2008,REALIZZATO,1800231299
31/03/2008,REALIZZATO,3514866461
31/03/2008,REALIZZATO,2134620486
31/03/2008,REALIZZATO,3478310572
01/09/2008,REALIZZATO,3478311448
01/09/2008,REALIZZATO,2400055808
01/09/2008,REALIZZATO,904441934
01/09/2008,REALIZZATO,1335658265
01/09/2008,REALIZZATO,1741975956
01/09/2008,REALIZZATO,3667890997
17/09/2008,REALIZZATO,3883456020
17/09/2008,REALIZZATO,3883456133
17/09/2008,REALIZZATO,2272874793
10/10/2008,REALIZZATO,1737549146
10/10/2008,REALIZZATO,2315673198
10/10/2008,REALIZZATO,3913323711
10/10/2008,REALIZZATO,1805687611
04/11/2008,REALIZZATO,1881209455
04/11/2008,REALIZZATO,3913323712
04/11/2008,REALIZZATO,3913323716
04/11/2008,REALIZZATO,1737155046
04/11/2008,REALIZZATO,1769168450
04/11/2008,REALIZZATO,3375721799
05/11/2008,REALIZZATO,1988956326
05/11/2008,REALIZZATO,3283148873
05/11/2008,REALIZZATO,1668705262
05/11/2008,REALIZZATO,2354675382
05/11/2008,REALIZZATO,2354677080
05/11/2008,REALIZZATO,1736726398
21/11/2008,REALIZZATO,1733045752
21/11/2008,REALIZZATO,3528310739
21/11/2008,REALIZZATO,1781441684
21/11/2008,REALIZZATO,2354643963
21/11/2008,REALIZZATO,3918728118
21/11/2008,REALIZZATO,3913323710
22/12/2008,REALIZZATO,1691783894
22/12/2008,REALIZZATO,2354576357
22/12/2008,REALIZZATO,2354594109
22/12/2008,REALIZZATO,2354597474
22/12/2008,REALIZZATO,1207049385
22/12/2008,REALIZZATO,1710276468
30/01/2009,REALIZZATO,2354570325
30/01/2009,REALIZZATO,2535331109
30/01/2009,REALIZZATO,3980420730
21/04/2009,REALIZZATO,3980420733
21/04/2009,REALIZZATO,3980420734
21/04/2009,REALIZZATO,3980420735
21/04/2009,REALIZZATO,3980420736
21/04/2009,REALIZZATO,3980420737
21/04/2009,REALIZZATO,3980420738
29/05/2009,REALIZZATO,3980420739
29/05/2009,REALIZZATO,3980420740
29/05/2009,REALIZZATO,3980420741
29/05/2009,REALIZZATO,3980420742
29/05/2009,REALIZZATO,3980420743
29/05/2009,REALIZZATO,3980420744
08/07/2009,REALIZZATO,3980420745
08/07/2009,REALIZZATO,3980420746
08/07/2009,REALIZZATO,3980420747
08/07/2009,REALIZZATO,3980420748
09/07/2009,REALIZZATO,3980420749
09/07/2009,REALIZZATO,3980420750
21/07/2009,REALIZZATO,3980420751
21/07/2009,REALIZZATO,3980420752
21/07/2009,REALIZZATO,3980420753
21/07/2009,REALIZZATO,1703435383
30/10/2009,REALIZZATO,1703435399
30/10/2009,REALIZZATO,1703435425
30/10/2009,REALIZZATO,1703435474
30/10/2009,DA REALIZZARE,1703435616
30/10/2009,DA REALIZZARE,1703435832
30/10/2009,DA REALIZZARE,1703435837
30/10/2009,DA REALIZZARE,1704726769
30/10/2009,DA REALIZZARE,3528221200
