PROGR,DATA_AGGIORNAMENTO,ID_BENEFICIARIO,BENEFICIARIO,TIPOLOGIA_BENEFICIARIO,CODICE_FISCALE,PARTITA_IVA
30554,27/02/2014 05:47:00 PM,,COMUNITA' MONTANA VALLE TROMPIA,AMMINISTRAZIONE LOCALE,83001710173,
55668,18/12/2015 09:20:00 PM,,COMUNE DI MONTE ISOLA,AMMINISTRAZIONE LOCALE,00830780177,
98961,20/11/2015 04:24:00 PM,11026,COMUNE DI MEDA,AMMINISTRAZIONE LOCALE,01745100154,
97952,18/01/2016 02:55:00 PM,10817,COMUNE DI VOLONGO,AMMINISTRAZIONE LOCALE,80003570191,
83477,22/07/2015 05:30:00 PM,954762,UC delle Torri,AMMINISTRAZIONE LOCALE,02433960206,02433960206
134147,13/07/2016 03:03:00 PM,,PROVINCIA DI MANTOVA,AMMINISTRAZIONE LOCALE,80001070202,
58813,19/01/2015 12:05:00 PM,,COMUNE DI SAN DANIELE PO,AMMINISTRAZIONE LOCALE,00303600191,
97301,20/11/2015 02:52:00 PM,10322,COMUNE DI FLERO,AMMINISTRAZIONE LOCALE,00869010173,
97610,14/01/2016 04:53:00 PM,10191,COMUNE DI SAN GIOVANNI BIANCO,AMMINISTRAZIONE LOCALE,00324100163,
97416,15/01/2016 09:14:00 AM,10513,COMUNE DI CASTELLO DI BRIANZA,AMMINISTRAZIONE LOCALE,83007650134,
95547,28/10/2015 09:33:00 PM,,PROVINCIA DI MONZA,AMMINISTRAZIONE LOCALE,94616010156,
90012,13/08/2015 01:27:00 PM,11034,MILANO - Direzione Specialistica Comunicazione,AMMINISTRAZIONE LOCALE,01199250158,
101673,03/12/2015 03:35:00 PM,,COMUNE DI ABBIATEGRASSO,AMMINISTRAZIONE LOCALE,01310880156,
43913,14/07/2014 12:17:00 PM,11097,COMUNE DI SESTO SAN GIOVANNI,AMMINISTRAZIONE LOCALE,02253930156,
53777,05/12/2014 09:56:00 AM,10326,COMUNE DI GARGNANO (BS),AMMINISTRAZIONE LOCALE,00553860172,00570180984
85927,29/07/2015 03:34:00 PM,,MENAGGIO,AMMINISTRAZIONE LOCALE,00562850131,
228193,17/11/2017 11:12:00 AM,,OLGINATE,AMMINISTRAZIONE LOCALE,00634350136,
158062,14/12/2016 10:05:00 AM,,PROVINCIA DI MANTOVA,AMMINISTRAZIONE LOCALE,80001070202,
97603,20/11/2015 03:35:00 PM,10181,COMUNE DI PUMENENGO,AMMINISTRAZIONE LOCALE,83001610167,
80992,14/05/2015 04:07:00 PM,11158,COMUNE DI BRALLO DI PREGOLA,AMMINISTRAZIONE LOCALE,86003490181,
11565,14/10/2013 12:31:00 PM,293974,Comune di San Fermo della Battaglia,AMMINISTRAZIONE LOCALE,00354000135,00354000135
55238,10/12/2014 04:40:00 PM,11606,PROVINCIA DI MILANO,AMMINISTRAZIONE LOCALE,02120090150,02120090150
98469,25/01/2016 12:14:00 PM,11212,COMUNE DI GRAVELLONA LOMELLINA,AMMINISTRAZIONE LOCALE,85001830182,
90017,13/08/2015 01:27:00 PM,10845,Gonzaga,AMMINISTRAZIONE LOCALE,00253340202,
85949,29/07/2015 03:34:00 PM,,MONTE CREMASCO,AMMINISTRAZIONE LOCALE,00122220197,
31207,09/12/2013 01:08:00 PM,781668,UCL BASSA VALLE CAMONICA,AMMINISTRAZIONE LOCALE,03239740982,03239740982
186633,14/03/2017 06:27:00 PM,476592,UNIONE DEI COMUNI DEL MEDIO VERBANO,AMMINISTRAZIONE LOCALE,02905540122,02905540122
224239,17/10/2017 10:28:00 AM,10835,COMUNE DI CASTIGLIONE DELLE STIVIERE,AMMINISTRAZIONE LOCALE,00152550208,00152550208
98752,30/05/2016 12:24:00 PM,11388,COMUNE DI SONDRIO,AMMINISTRAZIONE LOCALE,00095450144,
104675,01/02/2016 11:03:00 AM,,COMUNE DI DOVERA,AMMINISTRAZIONE LOCALE,00330920190,
102900,15/12/2015 04:27:00 PM,114451,PROVINCIA DI LODI,AMMINISTRAZIONE LOCALE,92514470159,
7995,10/06/2013 06:08:00 PM,10520,COMUNE DI CERMENATE,AMMINISTRAZIONE LOCALE,00550440135,
99100,29/08/2016 05:22:00 PM,11018,COMUNE DI MAGENTA,AMMINISTRAZIONE LOCALE,01082490150,
54759,05/12/2014 11:11:00 AM,11076,COMUNE DI ROSATE,AMMINISTRAZIONE LOCALE,82000610152,03602750154
59192,12/10/2015 02:59:00 PM,24052,COMUNITA' MONTANA ALTA VALTELLINA,AMMINISTRAZIONE LOCALE,92002450143,92002450143
226630,06/11/2017 12:42:00 PM,932335,COMUNE DI BORGO VIRGILIO,AMMINISTRAZIONE LOCALE,02423810205,02423810205
46873,12/12/2014 11:49:00 AM,944140,COMUNE DI MACCAGNO CON  PINO E VEDDASCA,AMMINISTRAZIONE LOCALE,03396710125,03396710125
32567,27/01/2014 03:42:00 PM,114451,PROVINCIA DI LODI,AMMINISTRAZIONE LOCALE,92514470159,92514470159
226169,30/10/2017 04:19:00 PM,11604,PROVINCIA DI CREMONA,AMMINISTRAZIONE LOCALE,80002130195,00291650190
104635,31/08/2016 03:23:00 PM,10607,COMUNE DI MOLTENO,AMMINISTRAZIONE LOCALE,00506390137,
213027,26/06/2017 04:27:00 PM,,COMUNE DI POGGIO RUSCO,AMMINISTRAZIONE LOCALE,00402030209,
47699,29/09/2014 12:07:00 PM,10363,COMUNE DI MONTICHIARI,AMMINISTRAZIONE LOCALE,00645400177,00574280988
98005,20/11/2015 03:35:00 PM,11010,COMUNE DI LISCATE,AMMINISTRAZIONE LOCALE,83503450153,
98258,18/01/2016 03:34:00 PM,11014,COMUNE DI LODI,AMMINISTRAZIONE LOCALE,84507570152,
45284,31/07/2014 11:39:00 AM,10856,COMUNE DI OSTIGLIA - RN PALUDE DI OSTIGLIA,AMMINISTRAZIONE LOCALE,00199290206,
54447,05/12/2014 10:36:00 AM,11288,SOMMO,AMMINISTRAZIONE LOCALE,00467130183,
222895,02/10/2017 03:49:00 PM,10259,BAGNOLO MELLA,AMMINISTRAZIONE LOCALE,00000000000,
44325,21/12/2015 05:33:00 PM,,PROVINCIA DI COMO,AMMINISTRAZIONE LOCALE,80004650133,80004650133
39020,15/05/2014 11:18:00 AM,,COMUNE DI RIPALTA CREMASCA,AMMINISTRAZIONE LOCALE,00301970190,
57372,30/01/2015 12:27:00 PM,11446,Comune di Cassano Valcuvia,AMMINISTRAZIONE LOCALE,00561110123,
11555,07/05/2014 02:37:00 PM,299308,COMUNITA' MONTANA TRIANGOLO LARIANO,AMMINISTRAZIONE LOCALE,82002800132,82002800132
104167,01/02/2016 11:03:00 AM,,COMUNE DI BARLASSINA,AMMINISTRAZIONE LOCALE,01516690151,
94145,13/10/2015 04:27:00 PM,10738,COMUNE DI CREMA,AMMINISTRAZIONE LOCALE,00111540191,
91287,21/09/2015 05:19:00 PM,,MILANO,AMMINISTRAZIONE LOCALE,01199250158,
47289,16/09/2014 03:24:00 PM,10651,Comune di Ramponio Verna,AMMINISTRAZIONE LOCALE,00533300133,00533300133
33539,03/02/2014 12:26:00 PM,,Comune di Zanica,AMMINISTRAZIONE LOCALE,00325260164,
97741,15/01/2016 10:43:00 AM,11264,COMUNE DI ROGNANO,AMMINISTRAZIONE LOCALE,00484680186,
53035,02/12/2014 01:15:00 PM,151655,UC Piadena e Drizzona,AMMINISTRAZIONE LOCALE,90004830197,01494890195
228114,17/11/2017 11:12:00 AM,,CASOREZZO,AMMINISTRAZIONE LOCALE,01082050152,
54126,05/12/2014 10:36:00 AM,11133,VITTUONE,AMMINISTRAZIONE LOCALE,00994350155,
45406,01/08/2014 08:58:00 AM,933772,COMUNE DI CASTIGLIONE D'ADDA,AMMINISTRAZIONE LOCALE,82502070152,82502070152
24386,06/10/2014 03:43:00 PM,11069,COMUNE DI RESCALDINA,AMMINISTRAZIONE LOCALE,01633080153,01633080153
145221,13/10/2016 02:37:00 PM,,GALLARATE,AMMINISTRAZIONE LOCALE,00560180127,
31428,10/12/2013 04:39:00 PM,662923,COMUNITA' MONTANA VALLI DEL ALRIO E DEL CERESIO,AMMINISTRAZIONE LOCALE,93011440133,93011440133
102535,11/12/2015 12:57:00 PM,,COMUNE DI MOIO DE' CALVI,AMMINISTRAZIONE LOCALE,00650770167,00650770167
102523,10/12/2015 04:41:00 PM,13612,COMUNITA' MONTANA VALTELLINA DI SONDRIO,AMMINISTRAZIONE LOCALE,93001950141,93001950141
16554,10/09/2013 03:38:00 PM,10497,COMUNE DI RHO (MI),AMMINISTRAZIONE LOCALE,00893240150,00893240150
26888,05/11/2014 02:10:00 PM,864150,UFFICIO D'AMBITO PROVINCIA DI BERGAMO,AMMINISTRAZIONE LOCALE,95190900167,95190900167
46194,22/05/2015 10:51:00 AM,,COMUNE DI AZZONE,AMMINISTRAZIONE LOCALE,00579440165,
98158,20/11/2015 03:35:00 PM,10833,COMUNE DI CASTEL GOFFREDO,AMMINISTRAZIONE LOCALE,81001030204,
92610,05/10/2015 02:15:00 PM,,CAPRIATE SAN GERVASIO,AMMINISTRAZIONE LOCALE,00325440162,
35597,20/03/2014 05:52:00 PM,,COMUNE DI VOGHERA,AMMINISTRAZIONE LOCALE,00186490181,
49486,30/10/2014 03:46:00 PM,10871,ROVERBELLA,AMMINISTRAZIONE LOCALE,80005630209,
99784,27/11/2015 12:49:00 PM,11201,COMUNE DI FORTUNAGO,AMMINISTRAZIONE LOCALE,86003270187,
85585,29/07/2015 03:34:00 PM,,CARPENEDOLO,AMMINISTRAZIONE LOCALE,00750840175,
51581,17/11/2014 05:49:00 PM,10311,CONCESIO,AMMINISTRAZIONE LOCALE,00350520177,
236655,30/11/2017 09:26:00 AM,11435,COMUNE DI CANTELLO,AMMINISTRAZIONE LOCALE,00404280125,00404280125
49492,30/10/2014 03:46:00 PM,10427,SELLERO,AMMINISTRAZIONE LOCALE,00734610173,
54484,05/12/2014 10:36:00 AM,10732,CHIEVE,AMMINISTRAZIONE LOCALE,00174760199,
104114,01/02/2016 11:03:00 AM,,COMUNE DI CASSANO MAGNAGO,AMMINISTRAZIONE LOCALE,82007050121,
130071,22/02/2016 09:41:00 AM,10327,Comune di Gavardo,AMMINISTRAZIONE LOCALE,00647290170,
104129,01/02/2016 11:03:00 AM,,COMUNE DI LAVENO MOMBELLO,AMMINISTRAZIONE LOCALE,00213100126,
216204,21/07/2017 11:16:00 AM,,Comune di Pavone del Mella,AMMINISTRAZIONE LOCALE,00755970171,
6308,10/06/2013 06:07:00 PM,,Comune di Vernate,AMMINISTRAZIONE LOCALE,80100350158,
161329,13/02/2017 10:21:00 AM,,COMUNITA' MONTANA TRIANGOLO LARIANO,AMMINISTRAZIONE LOCALE,82002800132,
23827,22/10/2013 11:21:00 AM,1302238,COMUNE DI ROGENO,AMMINISTRAZIONE LOCALE,00706280138,00706280138
207399,11/04/2017 04:06:00 PM,,CONSORZIO CASALASCO SERVIZI SOCIALI,AMMINISTRAZIONE LOCALE,90007540199,
161461,15/02/2017 03:38:00 PM,,Comune di Voghera (PV),AMMINISTRAZIONE LOCALE,00186490181,
130752,12/04/2016 10:26:00 AM,11314,VIGEVANO,AMMINISTRAZIONE LOCALE,85001870188,00437580186
97440,20/11/2015 02:52:00 PM,10606,COMUNE DI MOGGIO,AMMINISTRAZIONE LOCALE,00621050137,
96473,12/11/2015 02:40:00 PM,11388,COMUNE DI  SONDRIO,AMMINISTRAZIONE LOCALE,00095450144,00095450144
53103,02/12/2014 03:27:00 PM,10901,BARLASSINA,AMMINISTRAZIONE LOCALE,01516690151,
58855,19/01/2015 12:05:00 PM,,COMUNE DI GARDONE RIVIERA,AMMINISTRAZIONE LOCALE,00368800173,
102532,20/07/2016 01:55:00 PM,10006,COMUNE DI ALME',AMMINISTRAZIONE LOCALE,80021130168,00747880169
6267,10/06/2013 06:07:00 PM,,COMUNE DI CROTTA D'ADDA,AMMINISTRAZIONE LOCALE,80003550193,
91323,21/09/2015 05:50:00 PM,,VOGHERA,AMMINISTRAZIONE LOCALE,00186490181,
11866,10/01/2014 02:29:00 PM,10899,Comune di Assago,AMMINISTRAZIONE LOCALE,80101990150,04150950154
236601,30/11/2017 09:26:00 AM,11007,COMUNE DI LENTATE SUL SEVESO,AMMINISTRAZIONE LOCALE,83000890158,00985810969
38165,29/04/2014 10:28:00 AM,,COMUNE DI INVERUNO,AMMINISTRAZIONE LOCALE,01490870159,
85576,29/07/2015 03:34:00 PM,,CARBONATE,AMMINISTRAZIONE LOCALE,80014740130,
85420,29/07/2015 03:34:00 PM,,ALMENNO SAN BARTOLOMEO,AMMINISTRAZIONE LOCALE,00334080165,
212318,12/06/2017 05:24:00 PM,11034,COMUNE DI MILANO,AMMINISTRAZIONE LOCALE,01199250158,01199250158
98557,25/01/2016 02:36:00 PM,11529,COMUNE DI SOMMA LOMBARDO,AMMINISTRAZIONE LOCALE,00280840125,
51050,17/11/2014 05:47:00 PM,11039,MOTTA VISCONTI,AMMINISTRAZIONE LOCALE,82000790152,
45642,04/08/2014 12:25:00 PM,24052,CM ALTA VALTELLINA,AMMINISTRAZIONE LOCALE,92002450143,
216209,21/07/2017 11:16:00 AM,,Comune di Cabiate,AMMINISTRAZIONE LOCALE,00652960139,
17648,20/09/2013 10:13:00 AM,,COMUNITA' MONTANA DI VALLE CAMONICA,AMMINISTRAZIONE LOCALE,01766100984,01766100984
223588,13/10/2017 09:02:00 AM,,Comune di Erba,AMMINISTRAZIONE LOCALE,00430660134,
220326,23/08/2017 04:37:00 PM,13607,C.M. ALTO GARDA BRESCIANO,AMMINISTRAZIONE LOCALE,87001990172,
80864,12/05/2015 04:28:00 PM,11605,PROVINCIA DI MANTOVA,AMMINISTRAZIONE LOCALE,80001070202,00314000209
14684,08/08/2013 11:09:00 AM,11503,COMUNE DI MARNATE,AMMINISTRAZIONE LOCALE,00263510125,
95476,28/10/2015 04:34:00 PM,11097,SESTO SAN GIOVANNI,AMMINISTRAZIONE LOCALE,02253930156,
94697,16/10/2015 09:16:00 AM,11605,PROVINCIA DI MANTOVA,AMMINISTRAZIONE LOCALE,80001070202,00314000209
223005,02/10/2017 03:49:00 PM,10369,NUVOLENTO,AMMINISTRAZIONE LOCALE,00000000000,
95779,02/11/2015 12:50:00 PM,11607,PROVINCIA DI PAVIA,AMMINISTRAZIONE LOCALE,80000030181,00864680186
51509,17/11/2014 05:49:00 PM,10292,CASTEL MELLA,AMMINISTRAZIONE LOCALE,00886000173,
99716,26/11/2015 05:51:00 PM,133951,UC Media Val Cavallina,AMMINISTRAZIONE LOCALE,02609760166,02609760166
130887,13/04/2016 10:41:00 AM,10530,COMUNE DI COLONNO (CO),AMMINISTRAZIONE LOCALE,00467840138,00467840138
98597,20/11/2015 04:24:00 PM,10030,COMUNE DI BOLTIERE,AMMINISTRAZIONE LOCALE,84002910168,
41344,02/07/2014 10:27:00 AM,51966,COMUNITA' MONTANA VALTELLINA DI TIRANO,AMMINISTRAZIONE LOCALE,92002800149,00720240142
212645,26/06/2017 10:21:00 AM,10318,COMUNE DI EDOLO,AMMINISTRAZIONE LOCALE,00760070177,00577230980
98918,25/08/2016 04:09:00 PM,10906,COMUNE DI BERNAREGGIO,AMMINISTRAZIONE LOCALE,87001490157,
96472,12/11/2015 02:30:00 PM,13612,COMUNITA'  MONTANA  VALTELLINA  DI SONDRIO,AMMINISTRAZIONE LOCALE,93001950141,
130756,12/04/2016 10:26:00 AM,10988,DESIO,AMMINISTRAZIONE LOCALE,00834770158,00696660968
51517,17/11/2014 05:49:00 PM,10293,CASTENEDOLO,AMMINISTRAZIONE LOCALE,00464720176,
92754,05/10/2015 02:15:00 PM,,DERVIO,AMMINISTRAZIONE LOCALE,00570640136,
91266,21/09/2015 05:00:00 PM,,CISERANO,AMMINISTRAZIONE LOCALE,00335130167,
216198,21/07/2017 11:16:00 AM,,Comune di Cornaredo,AMMINISTRAZIONE LOCALE,02981700152,
92845,05/10/2015 02:15:00 PM,,LEZZENO,AMMINISTRAZIONE LOCALE,00595780131,
129585,17/02/2016 03:22:00 PM,11034,COMUNE DI MILANO (MI),AMMINISTRAZIONE LOCALE,01199250158,
129340,11/02/2016 11:17:00 AM,,GIUSSANO,AMMINISTRAZIONE LOCALE,01063800153,
220104,11/08/2017 11:19:00 AM,,UNIONE DEI COMUNI DELLA VALSAVIORE,AMMINISTRAZIONE LOCALE,90009010175,02148860980
90547,09/09/2015 11:02:00 AM,10877,COMUNE DI SAN MARTINO DELL’ARGINE,AMMINISTRAZIONE LOCALE,00416220200,00416220200
46011,06/08/2014 11:49:00 AM,,COMUNE DI MARCIGNAGO,AMMINISTRAZIONE LOCALE,00520490186,
99069,26/05/2016 11:27:00 AM,10939,COMUNE DI CARUGATE,AMMINISTRAZIONE LOCALE,02182060158,
50523,17/11/2014 05:46:00 PM,10017,AZZANO SAN PAOLO,AMMINISTRAZIONE LOCALE,00681530168,
98133,20/11/2015 03:35:00 PM,10627,COMUNE DI ORSENIGO,AMMINISTRAZIONE LOCALE,00711250134,
86099,29/07/2015 03:34:00 PM,,ROBECCO SUL NAVIGLIO,AMMINISTRAZIONE LOCALE,82002470159,
97691,20/11/2015 03:35:00 PM,11174,COMUNE DI CASTEGGIO,AMMINISTRAZIONE LOCALE,00451040182,
186683,05/09/2017 12:01:00 PM,11501,COMUNE DI MALNATE,AMMINISTRAZIONE LOCALE,00243280120,00243280120
145359,14/10/2016 10:26:00 AM,956981,UNIONE DI COMUNI OVEST LAGO VARESE,AMMINISTRAZIONE LOCALE,92031240127,92031240127
225818,20/10/2017 01:18:00 PM,10302,COMUNE DI CHIARI,AMMINISTRAZIONE LOCALE,00606990174,
227076,13/11/2017 12:27:00 PM,,PROVINCIA DI LECCO,AMMINISTRAZIONE LOCALE,92013170136,
53141,02/12/2014 04:45:00 PM,13625,CM VALLE BREMBANA,AMMINISTRAZIONE LOCALE,02756440166,02756440166
51550,17/11/2014 05:49:00 PM,10961,CERVIGNANO D'ADDA,AMMINISTRAZIONE LOCALE,84503600151,
51672,17/11/2014 05:49:00 PM,10331,GUSSAGO,AMMINISTRAZIONE LOCALE,00945980175,
97717,20/11/2015 03:35:00 PM,11217,COMUNE DI LARDIRAGO,AMMINISTRAZIONE LOCALE,00493570188,
101949,09/12/2015 04:11:00 PM,11609,PROVINCIA DI VARESE,AMMINISTRAZIONE LOCALE,80000710121,00397700121
95468,28/10/2015 04:34:00 PM,10646,PORLEZZA,AMMINISTRAZIONE LOCALE,00542250139,
103537,22/12/2015 12:44:00 PM,10148,COMUNE DI NEMBRO,AMMINISTRAZIONE LOCALE,00221710163,
77811,31/03/2015 10:03:00 AM,,COMUNE DI CERRO MAGGIORE,AMMINISTRAZIONE LOCALE,01230310151,
18262,02/10/2013 01:13:00 PM,,COMUNE DI COMO,AMMINISTRAZIONE LOCALE,80005370137,00417480134
98172,19/01/2016 10:23:00 AM,10850,COMUNE DI MARIANA MANTOVANA,AMMINISTRAZIONE LOCALE,81001210202,
17657,27/02/2014 05:06:00 PM,,COMUNITA' MONTANA TRIANGOLO LARIANO,AMMINISTRAZIONE LOCALE,82002800132,02717630137
236717,30/11/2017 09:26:00 AM,11535,COMUNE DI TRONZANO LAGO MAGGIORE,AMMINISTRAZIONE LOCALE,84002870123,00723860128
98373,21/01/2016 12:20:00 PM,10335,COMUNE DI ISEO,AMMINISTRAZIONE LOCALE,00451300172,
49451,30/10/2014 03:46:00 PM,11040,MUGGIO',AMMINISTRAZIONE LOCALE,02965420157,
46002,06/08/2014 11:49:00 AM,,COMUNE DI CIVATE,AMMINISTRAZIONE LOCALE,00505190132,
34311,24/02/2014 03:36:00 PM,13625,COMUNITA' MONTANA VALLE BREMBANA,AMMINISTRAZIONE LOCALE,02756440166,02756440166
54002,05/12/2014 10:36:00 AM,11364,LIVIGNO,AMMINISTRAZIONE LOCALE,83000850145,
226288,03/11/2017 10:52:00 AM,10265,BERLINGO,AMMINISTRAZIONE LOCALE,00955490172,00955490172
156785,01/12/2016 10:57:00 AM,673386,PROVINCIA DI MONZA E DELLA BRIANZA,AMMINISTRAZIONE LOCALE,94616010156,06894190963
97636,20/11/2015 03:35:00 PM,10224,COMUNE DI TREVIOLO,AMMINISTRAZIONE LOCALE,00330220161,
55308,11/12/2014 04:21:00 PM,11080,COMUNE DI SAN DONATO MILANESE,AMMINISTRAZIONE LOCALE,00828590158,
132339,24/05/2016 09:53:00 AM,10288,COMUNE DI CAPRIOLO (BS),AMMINISTRAZIONE LOCALE,00635680176,
222045,29/09/2017 12:53:00 PM,10650,PUSIANO,AMMINISTRAZIONE LOCALE,00000000000,
49977,16/12/2014 10:53:00 AM,,COMUNE DI ZIBIDO SAN GIACOMO,AMMINISTRAZIONE LOCALE,80102330158,
97244,15/01/2016 09:35:00 AM,10142,COMUNE DI MONTE MARENZO,AMMINISTRAZIONE LOCALE,82003070164,
131831,12/05/2016 10:10:00 AM,,LISSONE,AMMINISTRAZIONE LOCALE,02968150157,
97627,14/01/2016 05:03:00 PM,10212,COMUNE DI STROZZA,AMMINISTRAZIONE LOCALE,00727670168,
51104,17/11/2014 05:47:00 PM,11059,PESCHIERA BORROMEO,AMMINISTRAZIONE LOCALE,80101570150,
97820,20/11/2015 03:35:00 PM,11464,COMUNE DI CUGLIATE FABIASCO,AMMINISTRAZIONE LOCALE,84003010125,
58825,19/01/2015 12:50:00 PM,,COMUNE DI LODRINO,AMMINISTRAZIONE LOCALE,00878650175,
38138,05/05/2014 03:01:00 PM,,COMUNE DI BOSSICO,AMMINISTRAZIONE LOCALE,00347900169,
97784,19/01/2016 11:42:00 AM,11414,COMUNE DI BARDELLO,AMMINISTRAZIONE LOCALE,00247570120,
91319,21/09/2015 05:48:00 PM,,UGGIATE TREVANO,AMMINISTRAZIONE LOCALE,00429100134,
161450,15/02/2017 03:37:00 PM,,Comune di Cremona,AMMINISTRAZIONE LOCALE,00297960197,
54795,05/12/2014 11:11:00 AM,10738,COMUNE DI CREMA,AMMINISTRAZIONE LOCALE,00111540191,00111540191
50519,17/11/2014 05:46:00 PM,10257,ARTOGNE,AMMINISTRAZIONE LOCALE,00857830178,
88093,10/07/2017 03:47:00 PM,,COMUNE DI SERIATE,AMMINISTRAZIONE LOCALE,00384000162,
52022,17/11/2014 05:49:00 PM,11083,SAN GIULIANO MILANESE,AMMINISTRAZIONE LOCALE,00798940151,
238008,06/12/2017 04:11:00 PM,,COMUNE DI NOVATE MILANESE,AMMINISTRAZIONE LOCALE,02032910156,
59185,25/11/2015 03:51:00 PM,663836,COMUNITA' MONTANA LARIO ORIENTALE - VALLE SAN MARTINO,AMMINISTRAZIONE LOCALE,92058600138,03605000169
45646,04/08/2014 12:25:00 PM,663836,CM LARIO ORIENTALE - VALLE SAN MARTINO,AMMINISTRAZIONE LOCALE,92058600138,
95365,28/10/2015 04:34:00 PM,10268,BIENNO,AMMINISTRAZIONE LOCALE,81002430171,
222164,29/09/2017 02:45:00 PM,10787,RIVOLTA D'ADDA,AMMINISTRAZIONE LOCALE,00000000000,
161446,15/02/2017 03:37:00 PM,,Comune di Castano Primo (MI),AMMINISTRAZIONE LOCALE,01639920154,
27362,15/11/2013 11:27:00 AM,,PAVIA,AMMINISTRAZIONE LOCALE,80000830184,
53471,04/12/2014 01:21:00 PM,945655,Unione Comuni Terre D'Oglio,AMMINISTRAZIONE LOCALE,93068950208,93068950208
150350,24/11/2016 06:04:00 PM,,COMUNE DI PAVIA,AMMINISTRAZIONE LOCALE,00296180185,
52007,17/11/2014 05:49:00 PM,10417,RUDIANO,AMMINISTRAZIONE LOCALE,00832180178,
54667,05/12/2014 10:36:00 AM,10901,BARLASSINA,AMMINISTRAZIONE LOCALE,01516690151,
52130,17/11/2014 05:49:00 PM,10237,VERDELLO,AMMINISTRAZIONE LOCALE,00268310166,
90640,10/09/2015 12:58:00 PM,11602,Provincia di Brescia,AMMINISTRAZIONE LOCALE,80008750178,03046380170
98396,20/11/2015 04:24:00 PM,10380,COMUNE DI PADERNO FRANCIACORTA,AMMINISTRAZIONE LOCALE,00454430174,
38222,05/05/2014 02:44:00 PM,,COMUNE DI BOLGARE,AMMINISTRAZIONE LOCALE,00240930164,
47673,26/09/2014 12:34:00 PM,10900,COMUNE DI BAREGGIO,AMMINISTRAZIONE LOCALE,82000710150,03657940155
38235,30/06/2014 11:21:00 AM,,AGORA' UNIONE DI COMUNI,AMMINISTRAZIONE LOCALE,95021470182,
49419,30/10/2014 03:46:00 PM,10999,GUARDAMIGLIO,AMMINISTRAZIONE LOCALE,82502970153,
212929,26/06/2017 04:27:00 PM,,COMUNE DI LOCATE VARESINO,AMMINISTRAZIONE LOCALE,00663490134,
97815,20/11/2015 03:35:00 PM,11456,COMUNE DI CITTIGLIO,AMMINISTRAZIONE LOCALE,00254640121,
51691,17/11/2014 05:49:00 PM,10580,LECCO,AMMINISTRAZIONE LOCALE,00623530136,
51416,17/11/2014 05:49:00 PM,10279,BRESCIA,AMMINISTRAZIONE LOCALE,00761890177,
102812,15/12/2015 03:35:00 PM,11426,COMUNE DI BRINZIO,AMMINISTRAZIONE LOCALE,00559810122,
48469,10/10/2014 12:15:00 PM,24052,COMUNITA' MONTANA ALTA VALTELLINA,AMMINISTRAZIONE LOCALE,92002450143,
98979,20/11/2015 04:24:00 PM,11100,COMUNE DI SEVESO,AMMINISTRAZIONE LOCALE,01650780156,
39022,15/05/2014 11:18:00 AM,,COMUNE DI PIARIO,AMMINISTRAZIONE LOCALE,00640710166,
14674,08/08/2013 11:09:00 AM,10428,COMUNE DI SENIGA,AMMINISTRAZIONE LOCALE,00884490178,
97958,19/01/2016 10:45:00 AM,10900,COMUNE DI BAREGGIO,AMMINISTRAZIONE LOCALE,82000710150,
45278,30/10/2014 12:05:00 PM,662923,CM VALLI DEL LARIO E DEL CERESIO - RN LAGO DI PIANO,AMMINISTRAZIONE LOCALE,93011440133,
46105,06/08/2014 02:28:00 PM,,CITTA' DI SOTTO IL MONTE GIOVANNI XXIII,AMMINISTRAZIONE LOCALE,82003830161,
52096,17/11/2014 05:49:00 PM,10223,TREVIGLIO,AMMINISTRAZIONE LOCALE,00230810160,
51682,17/11/2014 05:49:00 PM,10335,ISEO,AMMINISTRAZIONE LOCALE,00451300172,
222455,29/09/2017 03:56:00 PM,11133,VITTUONE,AMMINISTRAZIONE LOCALE,00000000000,
24165,28/10/2013 04:54:00 PM,10313,COMUNE DI CORTENO GOLGI - RN VALLI S. ANTONIO,AMMINISTRAZIONE LOCALE,00855280178,
51285,17/11/2014 05:47:00 PM,11543,VENEGONO SUPERIORE,AMMINISTRAZIONE LOCALE,00223680125,
54436,05/12/2014 10:36:00 AM,11258,RETORBIDO,AMMINISTRAZIONE LOCALE,00431410182,
27378,15/11/2013 11:27:00 AM,,RONCADELLE,AMMINISTRAZIONE LOCALE,80018470171,
76239,16/02/2015 04:08:00 PM,11367,COMUNE DI MAZZO IN VALTELLINA (SO),AMMINISTRAZIONE LOCALE,00104450143,00104450143
130404,17/03/2016 05:12:00 PM,,COMUNE DI CASSOLNOVO,AMMINISTRAZIONE LOCALE,85001790188,
51718,17/11/2014 05:49:00 PM,11014,LODI,AMMINISTRAZIONE LOCALE,84507570152,
16933,24/10/2016 11:12:00 AM,651865,Comune di Valtournenche,AMMINISTRAZIONE LOCALE,81002630077,00415160076
99156,20/11/2015 04:24:00 PM,250080,UNIONE DEI COMUNI DI BASIANO E MASATE,AMMINISTRAZIONE LOCALE,91551680159,
52395,21/11/2014 01:48:00 PM,10965,CINISELLO BALSAMO,AMMINISTRAZIONE LOCALE,01971350150,
236672,30/11/2017 09:26:00 AM,11460,COMUNE DI COMERIO,AMMINISTRAZIONE LOCALE,00226700128,00226700128
